       HWN_Offset SWN_Offset              Armenian                                      English  Positive  Negative  Objective
0             NaN   00011160                  ագահ                               greedy,glutton     0.000     0.000      1.000
6064          NaN   01514431                կուրծք                            bosom,breast,bust     0.000     0.000      1.000
6065          NaN   02926188                կուրծք                            bosom,breast,bust     0.000     0.000      1.000
6066          NaN   03113657               հագուստ           costume,dress,suit,garment,clothes     0.000     0.000      1.000
6067          NaN   03113835               հագուստ           costume,dress,suit,garment,clothes     0.000     0.000      1.000
6068          NaN   03114041               հագուստ           costume,dress,suit,garment,clothes     0.000     0.625      0.375
6069          NaN   03114236               հագուստ           costume,dress,suit,garment,clothes     0.000     0.000      1.000
6070          NaN   04351233               հագուստ           costume,dress,suit,garment,clothes     0.000     0.000      1.000
6071          NaN   07188570               հագուստ           costume,dress,suit,garment,clothes     0.250     0.000      0.750
6072          NaN   10673946               հագուստ           costume,dress,suit,garment,clothes     0.000     0.000      1.000
6073          NaN   03419014               հագուստ           costume,dress,suit,garment,clothes     0.000     0.000      1.000
6074          NaN   01218084                հագնել                                        carry     0.000     0.000      1.000
6075          NaN   02561168                հագնել                                        carry     0.000     0.125      0.875
6076          NaN   01369663            հազմրցախաղ                                   joust,just     0.625     0.000      0.375
6077          NaN   00577998                 հալել                           melted,mature,ripe     0.000     0.000      1.000
6078          NaN   00926156                 հալել                           melted,mature,ripe     0.000     0.000      1.000
6079          NaN   00420477              հալածանք                                  persecution     0.000     0.000      1.000
6080          NaN   02333358                 հալել                                    heat,melt     0.000     0.000      1.000
6081          NaN   03317788              հախճապակ                                      faience     0.000     0.250      0.750
6082          NaN   01338663              հախճասալ                                         tile     0.000     0.375      0.625
6083          NaN   03140900               հածանավ                                      cruiser     0.000     0.000      1.000
6084          NaN   00059547                 հաճախ                   often,quite often,frequent     0.250     0.000      0.750
6085          NaN   02067913               հակադիր                                     opposite     0.750     0.125      0.125
6086          NaN   02070711               հակադիր                                     opposite     0.000     0.125      0.875
6087          NaN   02070887               հակադիր                                     opposite     0.000     0.125      0.875
6088          NaN   02071139               հակադիր                                     opposite     0.000     0.000      1.000
6089          NaN   00775831              հակադրել                                       oppose     0.000     0.000      1.000
6090          NaN   00651813         հակադրություն                 contrast,opposite,opposition     0.000     0.125      0.875
6091          NaN   05126362         հակադրություն                 contrast,opposite,opposition     0.000     0.000      1.000
6092          NaN   05711084         հակադրություն                 contrast,opposite,opposition     0.000     0.000      1.000
6093          NaN   08403787         հակադրություն                 contrast,opposite,opposition     0.000     0.000      1.000
6094          NaN   08404188         հակադրություն                 contrast,opposite,opposition     0.000     0.000      1.000
6095          NaN   13828905         հակադրություն                 contrast,opposite,opposition     0.000     0.000      1.000
6096          NaN   05212808                հակազդ                                     response     0.000     0.000      1.000
6097          NaN   06385582                հակազդ                                     response     0.000     0.000      1.000
6098          NaN   11416988                հակազդ                                     response     0.000     0.000      1.000
6099          NaN   00807461             հակաճառել                     contradict,retort,object     0.000     0.000      1.000
6100          NaN   02753865             հակաճառել                     contradict,retort,object     0.000     0.125      0.875
6101          NaN   01025678        հակաճառություն                                    objection     0.000     0.250      0.750
6102          NaN   07208338        հակաճառություն                                    objection     0.000     0.000      1.000
6103          NaN   00577920             հակասական                                 inconsistent     0.250     0.250      0.500
6104          NaN   01987207             հակասական                                 inconsistent     0.125     0.750      0.125
6105          NaN   07946851            հակառակորդ                               enemy,opponent     0.000     0.000      1.000
6106          NaN   08190482            հակառակորդ                               enemy,opponent     0.000     0.000      1.000
6107          NaN   07206596          հակասություն                                contradiction     0.000     0.000      1.000
6108          NaN   13857676          հակասություն                                contradiction     0.000     0.125      0.875
6109          NaN   01630439            հակաօդային                                 antiaircraft     0.000     0.000      1.000
6110          NaN   01396047          հակաօրինական                                     unlawful     0.000     0.625      0.375
6111          NaN   01551026          հակաօրինական                                     unlawful     0.000     0.625      0.375
6112          NaN   01772172                 հակել                                      incline     0.000     0.000      1.000
6113          NaN   02063018                 հակել                                      incline     0.000     0.000      1.000
6114          NaN   02171322                 հակել                                      incline     0.000     0.000      1.000
6115          NaN   01144657                 հակել                     calling,hunt,inclination     0.000     0.000      1.000
6116          NaN   01316401                 հակել                     calling,hunt,inclination     0.000     0.000      1.000
6117          NaN   01878376                 հակել                     calling,hunt,inclination     0.000     0.000      1.000
6118          NaN   02034147                 հակել                     calling,hunt,inclination     0.000     0.000      1.000
6119          NaN   02056691                 հակել                     calling,hunt,inclination     0.000     0.000      1.000
6120          NaN   01859221                հակվել                                 omitted,stop     0.000     0.000      1.000
6121          NaN   07744246                հաղարջ                           currant,gooseberry     0.000     0.000      1.000
6122          NaN   07752966                հաղարջ                           currant,gooseberry     0.000     0.000      1.000
6123          NaN   07744430                հաղարջ                           currant,gooseberry     0.000     0.000      1.000
6124          NaN   04490859            հաղթաթուղթ                                        trump     0.000     0.000      1.000
6125          NaN   03013412              հաղթական                         triumphal,victorious     0.000     0.000      1.000
6126          NaN   00063652              հաղթանակ          celebration,success,victory,triumph     0.500     0.000      0.500
6127          NaN   07319103              հաղթանակ          celebration,success,victory,triumph     0.125     0.000      0.875
6128          NaN   14474894              հաղթանակ          celebration,success,victory,triumph     0.375     0.000      0.625
6129          NaN   07528097              հաղթանակ          celebration,success,victory,triumph     0.375     0.000      0.625
6130          NaN   01100145            հաղթանակել                                          win     0.125     0.000      0.875
6131          NaN   05983654              հաղթանակ                                         will     0.000     0.000      1.000
6132          NaN   00923622                հաղթել                                   strike,win     0.000     0.000      1.000
6133          NaN   01410223                հաղթել                                   strike,win     0.000     0.000      1.000
6134          NaN   01100145                հաղթել                                   strike,win     0.125     0.000      0.875
6135          NaN   06682290           հաղորդաթերթ                                     bulletin     0.000     0.000      1.000
6136          NaN   09795124            հաղորդավար                                    announcer     0.000     0.000      1.000
6137          NaN   09795334            հաղորդավար                                    announcer     0.000     0.000      1.000
6138          NaN   01030678           հաղորդակցել                                  communicate     0.000     0.000      1.000
6139          NaN   01070102           հաղորդակցել                                  communicate     0.000     0.000      1.000
6140          NaN   01355518           հաղորդակցել                                  communicate     0.000     0.000      1.000
6141          NaN   00033020      հաղորդակցություն                                communication     0.000     0.000      1.000
6142          NaN   13792842      հաղորդակցություն                                communication     0.125     0.000      0.875
6143          NaN   02220461              հաղորդել                       notify,transfer,inform     0.000     0.000      1.000
6144          NaN   02232190              հաղորդել                       notify,transfer,inform     0.000     0.000      1.000
6145          NaN   00522613              հաղորդել                       notify,transfer,inform     0.000     0.000      1.000
6146          NaN   00831651              հաղորդել                       notify,transfer,inform     0.000     0.000      1.000
6147          NaN   00833199              հաղորդել                       notify,transfer,inform     0.000     0.000      1.000
6148          NaN   02220461              հաղորդել                transfer,transmission,message     0.000     0.000      1.000
6149          NaN   02232190              հաղորդել                transfer,transmission,message     0.000     0.000      1.000
6150          NaN   01071328              հաղորդել                transfer,transmission,message     0.000     0.000      1.000
6151          NaN   01071474              հաղորդել                transfer,transmission,message     0.000     0.000      1.000
6152          NaN   01071632              հաղորդել                transfer,transmission,message     0.000     0.000      1.000
6153          NaN   00486990             հաճախադեպ                                     frequent     0.125     0.000      0.875
6154          NaN   01066542             հաճախադեպ                                     frequent     0.000     0.000      1.000
6155          NaN   00486990              հաճախակի                  frequent,frequently,customs     0.125     0.000      0.875
6156          NaN   01066542              հաճախակի                  frequent,frequently,customs     0.000     0.000      1.000
6157          NaN   02716567               հաճախել                                       attend     0.000     0.000      1.000
6158          NaN   00219809                հաճելի              darling,flatter,lovely,pleasant     0.625     0.000      0.375
6159          NaN   01586866                հաճելի              darling,flatter,lovely,pleasant     0.750     0.000      0.250
6160          NaN   01800349                հաճելի              darling,flatter,lovely,pleasant     0.625     0.125      0.250
6161          NaN   08308497            համագումար                          conference,congress     0.000     0.000      1.000
6162          NaN   08308800            համագումար                          conference,congress     0.000     0.000      1.000
6163          NaN   08318691            համագումար                          conference,congress     0.000     0.000      1.000
6164          NaN   00652900              համադրել                                      compare     0.000     0.125      0.875
6165          NaN   00982779              համադրել                                      compare     0.000     0.000      1.000
6166          NaN   02729632              համադրել                                      compare     0.250     0.125      0.625
6167          NaN   00569733              համազարկ                                       volley     0.000     0.000      1.000
6168          NaN   01105840            համազգային                                     national     0.000     0.000      1.000
6169          NaN   01567862            համազգային                                     national     0.000     0.000      1.000
6170          NaN   01861776            համազգային                                     national     0.000     0.000      1.000
6171          NaN   02988060            համազգային                                     national     0.000     0.000      1.000
6172          NaN   02988281            համազգային                                     national     0.000     0.000      1.000
6173          NaN   02988402            համազգային                                     national     0.000     0.000      1.000
6174          NaN   06473563             համազգեստ                             form,regimentals     0.000     0.000      1.000
6175          NaN   04071393             համազգեստ                             form,regimentals     0.000     0.000      1.000
6176          NaN   07435533             համաճարակ                                     epidemic     0.000     0.000      1.000
6177          NaN   00889831               համաչափ              equal,equally,symmetric,uniform     0.125     0.000      0.875
6178          NaN   01960310               համաչափ              equal,equally,symmetric,uniform     0.000     0.125      0.875
6179          NaN   04769049        համաչափություն                                   uniformity     0.000     0.000      1.000
6180          NaN   01104889          համապատասխան           proper,respective,similar,suitable     0.000     0.000      1.000
6181          NaN   01878466          համապատասխան           proper,respective,similar,suitable     0.750     0.000      0.250
6182          NaN   01938322          համապատասխան           proper,respective,similar,suitable     0.375     0.000      0.625
6183          NaN   02071420          համապատասխան           proper,respective,similar,suitable     0.375     0.250      0.375
6184          NaN   02381495          համապատասխան           proper,respective,similar,suitable     0.000     0.125      0.875
6185          NaN   00063089      համապատասխանաբար                                  accordingly     0.500     0.250      0.250
6186          NaN   01006810        համապատասխանել                                   correspond     0.000     0.000      1.000
6187          NaN   01028623            համապարփակ                                    universal     0.000     0.000      1.000
6188          NaN   01102674            համապարփակ                                    universal     0.000     0.000      1.000
6189          NaN   08309754             համաժողով                                        forum     0.000     0.000      1.000
6190          NaN   07482521               համալիր                                      complex     0.000     0.125      0.875
6191          NaN   04511002            համալսարան                                   university     0.000     0.000      1.000
6192          NaN   08286163            համալսարան                                   university     0.000     0.000      1.000
6193          NaN   08286569            համալսարան                                   university     0.000     0.000      1.000
6194          NaN   00237511             համախմբել                   concentrate,organize,rally     0.000     0.000      1.000
6195          NaN   02032934             համախմբել                   concentrate,organize,rally     0.000     0.000      1.000
6196          NaN   01028623             համատարած                                    universal     0.000     0.000      1.000
6197          NaN   01102674             համատարած                                    universal     0.000     0.000      1.000
6198          NaN   04377057              համակարգ                                       system     0.000     0.000      1.000
6199          NaN   05219097              համակարգ                                       system     0.000     0.000      1.000
6200          NaN   05237227              համակարգ                                       system     0.000     0.000      1.000
6201          NaN   05902872              համակարգ                                       system     0.000     0.000      1.000
6202          NaN   14981183              համակարգ                                       system     0.000     0.125      0.875
6203          NaN   07938773             համակրանք                  arrangement,favour,sympathy     0.000     0.000      1.000
6204          NaN   13811900             համակրանք                  arrangement,favour,sympathy     0.000     0.000      1.000
6205          NaN   01586342             համակրելի                                         nice     0.875     0.000      0.125
6206          NaN   00870453         համակցություն                                  combination     0.000     0.000      1.000
6207          NaN   07963711         համակցություն                                  combination     0.000     0.000      1.000
6208          NaN   07964495         համակցություն                                  combination     0.000     0.000      1.000
6209          NaN   08272961         համակցություն                                  combination     0.000     0.000      1.000
6210          NaN   08373544         համակցություն                                  combination     0.000     0.000      1.000
6211          NaN   08373723         համակցություն                                  combination     0.000     0.000      1.000
6212          NaN   05096294                 համար                                   number,for     0.000     0.000      1.000
6213          NaN   08480512                 համար                                   number,for     0.125     0.000      0.875
6214          NaN   13582013                 համար                                   number,for     0.000     0.000      1.000
6215          NaN   00889831           համահավասար                                        equal     0.125     0.000      0.875
6216          NaN   02754158               համարել                                    recognize     0.250     0.000      0.750
6217          NaN   05096294                 համար                                       number     0.000     0.000      1.000
6218          NaN   08480512                 համար                                       number     0.125     0.000      0.875
6219          NaN   13582013                 համար                                       number     0.000     0.000      1.000
6220          NaN   00699485            համարձակել                                       decide     0.000     0.000      1.000
6221          NaN   00701877            համարձակել                                       decide     0.000     0.000      1.000
6222          NaN   02545045           համարձակվել                                 dare,venture     0.250     0.000      0.750
6223          NaN   06520944             համաձայնա                                     contract     0.250     0.000      0.750
6224          NaN   07175241          համաձայնագիր                               agreement,pact     0.000     0.000      1.000
6225          NaN   00764222            համաձայնել                                        agree     0.375     0.000      0.625
6226          NaN   01035530            համաձայնել                                        agree     0.250     0.250      0.500
6227          NaN   02291135            համաձայնել                                        agree     0.875     0.000      0.125
6228          NaN   02741793            համաձայնել                                        agree     0.000     0.000      1.000
6229          NaN   07175241       համաձայնություն                            agreement,consent     0.000     0.000      1.000
6230          NaN   06689667       համաձայնություն                            agreement,consent     0.000     0.000      1.000
6231          NaN   00053032               համամիտ                                     adherent     0.000     0.000      1.000
6232          NaN   08223802               համայնք                                    community     0.000     0.000      1.000
6233          NaN   08224274               համայնք                                    community     0.000     0.000      1.000
6234          NaN   13240839               համայնք                                    community     0.000     0.000      1.000
6235          NaN   00355611              համանուն                                         same     0.000     0.375      0.625
6236          NaN   02062670              համանուն                                         same     0.250     0.250      0.500
6237          NaN   02068476              համանուն                                         same     0.000     0.000      1.000
6238          NaN   14439294                համբավ                   glory,reputation,glorified     0.000     0.000      1.000
6239          NaN   01735736            համբերատար                             patient,tolerant     0.500     0.250      0.250
6240          NaN   02436341            համբերատար                             patient,tolerant     0.500     0.000      0.500
6241          NaN   00078401              համբերել                              suffer,tolerate     0.000     0.750      0.250
6242          NaN   00204750              համբերել                              suffer,tolerate     0.000     0.500      0.500
6243          NaN   01794668              համբերել                              suffer,tolerate     0.000     0.750      0.250
6244          NaN   02719807              համբերել                              suffer,tolerate     0.000     0.000      1.000
6245          NaN   02109404              համբերել                              suffer,tolerate     0.500     0.000      0.500
6246          NaN   02457585              համբերել                              suffer,tolerate     0.125     0.000      0.875
6247          NaN   01431723             համբուրել                                         kiss     0.000     0.000      1.000
6248          NaN   00138078              համբույր                                         kiss     0.000     0.000      1.000
6249          NaN   07636869              համբույր                                         kiss     0.125     0.000      0.875
6250          NaN   00682932                համեստ                           decent,mild,modest     0.625     0.000      0.375
6251          NaN   01538311                համեստ                           decent,mild,modest     0.250     0.000      0.750
6252          NaN   01538583                համեստ                           decent,mild,modest     0.000     0.000      1.000
6253          NaN   01508719                համեստ                           decent,mild,modest     0.125     0.125      0.750
6254          NaN   01537885                համեստ                           decent,mild,modest     0.000     0.750      0.250
6255          NaN   01539225                համեստ                           decent,mild,modest     0.500     0.375      0.125
6256          NaN   01851916                համեստ                           decent,mild,modest     0.625     0.000      0.375
6257          NaN   04765038       համերաշխություն                         solidarity,unanimity     0.000     0.000      1.000
6258          NaN   13972387       համերաշխություն                         solidarity,unanimity     0.500     0.000      0.500
6259          NaN   06892775                   համ                                      concert     0.000     0.000      1.000
6260          NaN   00652900             համեմատել                               compare,verify     0.000     0.125      0.875
6261          NaN   00982779             համեմատել                               compare,verify     0.000     0.000      1.000
6262          NaN   02729632             համեմատել                               compare,verify     0.250     0.125      0.625
6263          NaN   00664483             համեմատել                               compare,verify     0.500     0.000      0.500
6264          NaN   01012395             համեմատել                               compare,verify     0.000     0.000      1.000
6265          NaN   13819207        համեմատություն                                        ratio     0.000     0.000      1.000
6266          NaN   00248368             համեմունք                              seasoning,spice     0.000     0.000      1.000
6267          NaN   07812184             համեմունք                              seasoning,spice     0.000     0.000      1.000
6268          NaN   15050011             համեմունք                              seasoning,spice     0.000     0.000      1.000
6269          NaN   00766418               համոզել                            convince,persuade     0.000     0.000      1.000
6270          NaN   00614990               համոզիչ                convincing,evident,persuasive     0.375     0.375      0.250
6271          NaN   01769843               համոզիչ                convincing,evident,persuasive     0.000     0.000      1.000
6272          NaN   00721302              համոզվել                          ascertain,convinced     0.000     0.000      1.000
6273          NaN   02395115                 համով                                        tasty     0.625     0.250      0.125
6274          NaN   01798782              համտեսել                                          try     0.000     0.500      0.500
6275          NaN   03802973                  համր                              mute,speechless     0.000     0.000      1.000
6276          NaN   03125870         համքարություն                                        craft     0.000     0.000      1.000
6277          NaN   02081933               համնթաց                                      passing     0.000     0.000      1.000
6278          NaN   02625648                   հայ                                     armenian     0.000     0.000      1.000
6279          NaN   05933054                հայացք                     glance,regard,sight,view     0.000     0.000      1.000
6280          NaN   06210964                հայացք                     glance,regard,sight,view     0.125     0.000      0.875
6281          NaN   06888944                հայացք                     glance,regard,sight,view     0.000     0.000      1.000
6282          NaN   05983463                հայացք                     glance,regard,sight,view     0.000     0.000      1.000
6283          NaN   01493741             հայթայթել                                   ensure,put     0.000     0.000      1.000
6284          NaN   01706375             հայթայթել                                   ensure,put     0.125     0.000      0.875
6285          NaN   02111499             հայթայթել                                   ensure,put     0.000     0.000      1.000
6286          NaN   09690371               հայուհի                                     armenian     0.000     0.000      1.000
6287          NaN   00036061                  հայտ                                  application     0.000     0.000      1.000
6288          NaN   06512580                  հայտ                                  application     0.000     0.000      1.000
6289          NaN   02128066            հայտաբերել                                     discover     0.000     0.000      1.000
6290          NaN   02137132              հայտածել                                         show     0.125     0.000      0.875
6291          NaN   00978173            հայտարարել                      proclaim,assert,declare     0.000     0.000      1.000
6292          NaN   00820801            հայտարարել                      proclaim,assert,declare     0.125     0.000      0.875
6293          NaN   00977689            հայտարարել                      proclaim,assert,declare     0.000     0.000      1.000
6294          NaN   01010118            հայտարարել                      proclaim,assert,declare     0.000     0.000      1.000
6295          NaN   01010852            հայտարարել                      proclaim,assert,declare     0.000     0.000      1.000
6296          NaN   02300549            հայտարարել                      proclaim,assert,declare     0.000     0.000      1.000
6297          NaN   02444555            հայտարարել                      proclaim,assert,declare     0.000     0.000      1.000
6298          NaN   06725877       հայտարարություն                                  declaration     0.000     0.000      1.000
6299          NaN   06736217       հայտարարություն                                  declaration     0.000     0.000      1.000
6300          NaN   07204110       հայտարարություն                                  declaration     0.000     0.000      1.000
6301          NaN   02144243           հայտնաբերել                                  find,reveal     0.000     0.000      1.000
6302          NaN   02128066          հայտնագործել                              discover,invent     0.000     0.000      1.000
6303          NaN   07214432     հայտնագործություն                          discovery,invention     0.125     0.000      0.875
6304          NaN   07214642     հայտնագործություն                          discovery,invention     0.000     0.000      1.000
6305          NaN   00940412     հայտնագործություն                          discovery,invention     0.000     0.000      1.000
6306          NaN   00975427               հայտնել                             announce,declare     0.000     0.000      1.000
6307          NaN   00820801               հայտնել                             announce,declare     0.125     0.000      0.875
6308          NaN   00977689               հայտնել                             announce,declare     0.000     0.000      1.000
6309          NaN   01010118               հայտնել                             announce,declare     0.000     0.000      1.000
6310          NaN   01010852               հայտնել                             announce,declare     0.000     0.000      1.000
6311          NaN   02300549               հայտնել                             announce,declare     0.000     0.000      1.000
6312          NaN   02444555               հայտնել                             announce,declare     0.000     0.000      1.000
6313          NaN   01375174                հայտնի                            known,outstanding     0.500     0.000      0.500
6314          NaN   02343762                հայտնի                            known,outstanding     0.750     0.000      0.250
6315          NaN   00422090              հայտնվել                                  appear,seem     0.000     0.000      1.000
6316          NaN   01721169              հայտնվել                                  appear,seem     0.000     0.000      1.000
6317          NaN   02597762              հայտնվել                                  appear,seem     0.000     0.000      1.000
6318          NaN   02198234              հայտնվել                                  appear,seem     0.500     0.000      0.500
6319          NaN   02745882              հայտնվել                                  appear,seem     0.000     0.000      1.000
6320          NaN   10081456                  հայր                                       father     0.000     0.000      1.000
6321          NaN   00685081                համրել                                        count     0.000     0.000      1.000
6322          NaN   00947857                համրել                                        count     0.000     0.000      1.000
6323          NaN   02747140                համրել                                        count     0.000     0.000      1.000
6324          NaN   10521288           հայրենադարձ                                   repatriate     0.000     0.000      1.000
6325          NaN   00051385    հայրենադարձություն                                 repatriation     0.000     0.000      1.000
6326          NaN   01036754            հայրենական                                     domestic     0.000     0.000      1.000
6327          NaN   01038102            հայրենական                                     domestic     0.000     0.000      1.000
6328          NaN   01038808            հայրենական                                     domestic     0.000     0.000      1.000
6329          NaN   02919594            հայրենական                                     domestic     0.000     0.000      1.000
6330          NaN   09970699              հայրենակ                                   compatriot     0.000     0.000      1.000
6331          NaN   09970699         հայրենակցուհի                                   compatriot     0.000     0.000      1.000
6332          NaN   01036754               հայրենի                                     domestic     0.000     0.000      1.000
6333          NaN   01038102               հայրենի                                     domestic     0.000     0.000      1.000
6334          NaN   01038808               հայրենի                                     domestic     0.000     0.000      1.000
6335          NaN   02919594               հայրենի                                     domestic     0.000     0.000      1.000
6336          NaN   00203556              հայհոյել                                  abuse,swear     0.625     0.125      0.250
6337          NaN   00889947              հայհոյել                                  abuse,swear     0.000     0.000      1.000
6338          NaN   01061945                  հայց                                        claim     0.000     0.000      1.000
6339          NaN   06729864                  հայց                                        claim     0.125     0.000      0.875
6340          NaN   06730563                  հայց                                        claim     0.125     0.000      0.875
6341          NaN   07451338             հանգամանք                                 circumstance     0.250     0.000      0.750
6342          NaN   13942875             հանգամանք                                 circumstance     0.000     0.000      1.000
6343          NaN   00302761            հանգուցյալ                                calm,decedent     0.375     0.000      0.625
6344          NaN   03689347              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6345          NaN   06572857              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6346          NaN   06644823              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6347          NaN   08241654              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6348          NaN   13875571              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6349          NaN   05264913              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6350          NaN   08498424              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6351          NaN   08498580              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6352          NaN   13911045              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6353          NaN   03627232              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6354          NaN   07960384              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6355          NaN   15102712              հանգույց                        loop,node,knot,stitch     0.000     0.125      0.875
6356          NaN   04321238              հանգույց                        loop,node,knot,stitch     0.000     0.000      1.000
6357          NaN   14332339              հանգույց                        loop,node,knot,stitch     0.000     0.375      0.625
6358          NaN   00043615               հանգիստ               peaceful,quiet,recreation,rest     0.000     0.500      0.500
6359          NaN   01918984               հանգիստ               peaceful,quiet,recreation,rest     0.250     0.000      0.750
6360          NaN   01922763               հանգիստ               peaceful,quiet,recreation,rest     0.125     0.625      0.250
6361          NaN   00479330            հանգստավետ                                  comfortable     0.625     0.000      0.375
6362          NaN   02336338            հանգստավետ                                  comfortable     0.000     0.375      0.625
6363          NaN   02563194            հանգստավետ                                  comfortable     0.250     0.000      0.750
6364          NaN   00014405            հանգստանալ                                         rest     0.000     0.000      1.000
6365          NaN   00779601            հանգստանալ                                         rest     0.000     0.000      1.000
6366          NaN   01545883            հանգստանալ                                         rest     0.000     0.125      0.875
6367          NaN   01610101            հանգստանալ                                         rest     0.000     0.000      1.000
6368          NaN   00014405            հանգստանալ                                   rest,relax     0.000     0.000      1.000
6369          NaN   00779601            հանգստանալ                                   rest,relax     0.000     0.000      1.000
6370          NaN   01545883            հանգստանալ                                   rest,relax     0.000     0.125      0.875
6371          NaN   01610101            հանգստանալ                                   rest,relax     0.000     0.000      1.000
6372          NaN   07514968         հանգստություն                               calmness,peace     0.125     0.500      0.375
6373          NaN   14522265         հանգստություն                               calmness,peace     0.125     0.375      0.500
6374          NaN   13969700         հանգստություն                               calmness,peace     0.250     0.000      0.750
6375          NaN   13970236         հանգստություն                               calmness,peace     0.125     0.000      0.875
6376          NaN   00370773               հանգչել                            extinguish,quench     0.000     0.000      1.000
6377          NaN   00429763               հանգչել                            extinguish,quench     0.000     0.000      1.000
6378          NaN   02422967               հանգչել                            extinguish,quench     0.000     0.000      1.000
6379          NaN   08569777                  հանդ                                        field     0.000     0.000      1.000
6380          NaN   08569998                  հանդ                                        field     0.000     0.000      1.000
6381          NaN   00980527               հանդարտ                                peaceful,slow     0.000     0.000      1.000
6382          NaN   00982602               հանդարտ                                peaceful,slow     0.000     0.000      1.000
6383          NaN   00983722               հանդարտ                                peaceful,slow     0.000     0.000      1.000
6384          NaN   00229399           հանդարտորեն                                      quietly     0.000     0.000      1.000
6385          NaN   13969700        հանդարտություն                                   lull,peace     0.250     0.000      0.750
6386          NaN   13970236        հանդարտություն                                   lull,peace     0.125     0.000      0.875
6387          NaN   00198710            հանդարտվել                                     moderate     0.000     0.000      1.000
6388          NaN   03683606           հանդերձարան                                       locker     0.000     0.000      1.000
6389          NaN   04071393            հանդերձանք                                  regimentals     0.000     0.000      1.000
6390          NaN   02022804              հանդիպել                               encounter,meet     0.000     0.000      1.000
6391          NaN   02596113              հանդիպել                               encounter,meet     0.375     0.000      0.625
6392          NaN   02598765              հանդիպել                                         join     0.000     0.000      1.000
6393          NaN   00988028            հանդիսանալ                                    represent     0.000     0.000      1.000
