Label,Text
positive,"Վազգեն Գաբրիելյան. « Շնորհակալ եմ, որ մրցանակը ինձ հանձնվում է Հրանտի ներկայությամբ» (տեսանյութ) | Առավոտ... https://t.co/STgpqOLaQO"
positive,"«Այս շաբաթն էլ կանցնի գարնանային», - գրել է նա Facebook-ի իր էջում https://t.co/eeKckVJaiu"
negative,"22 ավտովթար երեք օրում. զոհվել է մեկ, վիրավորվել՝ 28 մարդ
#ավտովթար https://t.co/73SHFlASFV"
negative,"Հայ շախմատիստները ձեռնունայն են վերադառնում «Ֆաջր»-ի գավաթի խաղարկությունից
https://t.co/GyipgIdgLY https://t.co/IuBFJ3XjUj"
positive,"Տոնական քայլերթ՝ նվիրված Բուն Բարեկենդանի տոնին https://t.co/8ADC0awinD
#ԲունԲարեկենդան https://t.co/zUA0llGtFS"
positive,"Կմեկնարկեն բակերի և զբոսայգիների բարեկարգման, ինչպես նաև նկարազարդ կամարանցումների թարմացման աշխատանքները… https://t.co/SDWY06PC03"
positive,աստված էս էնքան սիրուն ա լացս եկավ https://t.co/QhwORisP3t
positive,Ինչպես Սրբուհի Սարգսյանը հիացրեց ուկրաինական «Голос страны»-ի մարզիչներին և ստիպեց հիշել հայերի հետ կապը https://t.co/TrOtzMPjH8
positive,Երեւանի հետիոտնային անցուղիները պատշաճ կլուսավորվեն https://t.co/jRJtOpQ4NN @EVNmunicipality #Yerevan https://t.co/yI1qBNL2mJ
negative,Դավիթ Պիպոյան. «Հայաստանը աշխարհի վատագույն սննդակարգ ունեցող երկրների
positive,Երջանկության սննդակարգ https://t.co/fEV6chNLfL
positive,Միջպետական և հանրապետական նշանակության բոլոր ավտոճանապարհները բաց են https://t.co/UYsRbCL6RX
positive,Բիաթլոն. Լաուրա Դալմայերը դարձել է օլիմպիական կրկնակի չեմպիոն https://t.co/F2K9zURKwP
positive,Նա փրկեց 669 երեխայի Հոլոքոստի ժամանակ: Հերոս 😢😭 https://t.co/jYQVFVUnJp
negative,"Դասախոսիս հարցազրույցը https://t.co/XluVji6aXn-ին

Այժմ դժվար է աշխատանք գտնել եւ իմ առջեւ դրված խնդիրներից մեկն է… https://t.co/agW2NSfLmA"
positive,Նվարդ Քոչարյան. եթե քաղցկեղը վաղ է հայտնաբերվում բուժման արդյունավետւոթյունը շատ բարձր է լինում: (տեսանյութ) |... https://t.co/Tby1ApFEOP
negative,"Վրաերթ Ռոստովյան փողոցում. տարեց կինը տեղում մահացել է (ԼՈՒՍԱՆԿԱՐՆԵՐ)

https://t.co/71wIbpBRg2"
positive,Վերադարձրեցի ավիատոմսերը. Սոչիի բնակիչը հրաշքով խուսափել է ԱՆ-148 օդանավի կործանումից https://t.co/T4jub9uGwZ
negative,"Երևան-Մեղրի ճանապարհին բեռնատարն ընկել է ձորը. վարորդը մահացել է
 
httphttp://www.police.am/news/view/%D5%B4%D5%A1%… https://t.co/8wI8k3lHXs"
negative,"Իրանում ավտոբուսի վթարի հետևանքով 9 մարդ է զոհվել
https://t.co/8ALThgZQTP https://t.co/9aocdRUbrH"
positive,"Վազգեն Գաբրիելյան. « Շնորհակալ եմ, որ մրցանակը ինձ հանձնվում է Հրանտի"
positive,"Մեր զարմանահրաշ և բազմակողմ աշխարհում գոյություն ունեն բազմաթիվ ավանդույթներ: Ավանդույթը, որի մասին հիմա... https://t.co/1T5LQS3DsK"
positive,Գագիկ Սուրենյան. «Այս շաբաթն էլ կանցնի գարնանային» https://t.co/qNfwlEsYUa
positive,"Ուրախ ենք տեղեկացնել, որ #ԳՏԿ-ում վերսկսվել են դպրոցականների համար նախատեսված վեբ ծրագրավորման և անգլերենի... https://t.co/T2JN5qf1mo"
positive,"Ախպորս էրեխեն էսօր ծնվեց։ Սպասում եմ մեծանա, որ նկարների տակ գրեմ հորքուրի գանձ։"
positive,Ինչպես Սրբուհի Սարգսյանը հիացրեց ուկրաինական «Голос страны»-ի մարզիչներին և ստիպեց հիշել հայերի հետ կապը (Video) https://t.co/Y4U1uiRO9R
positive,Ինձ հաճելի է Մենչի հետ աշխատելը. Գարիկ Սեփխանյանը՝ «Ֆուլ հաուս» 2-ի մասին https://t.co/8sZvfAc1FP
negative,Աշտարակում բախվել են Lexus-ն ու ВАЗ 21013-ը. կան վիրավորներ. ՖՈՏՈՌԵՊՈՐՏԱԺ https://t.co/uEVcTHeoIy
negative,Վրաերթ Ռոստովյան փողոցում. տարեց կինը տեղում մահացել է (ԼՈՒՍԱՆԿԱՐՆԵՐ) https://t.co/QIg1lXO6mQ
positive,Էսօր ռռռոմանտիկ տրամով եմ արթնացել 😂😘😎 https://t.co/5aefHudRtG
positive,Մազաթափությունը կանգնեցնող և մազերի աճին նպաստող միջոց https://t.co/9BHb4REoMn
positive,"Այսօր կոմպոզիտոր, դիրիժոր Եղիշե Բաղդասարյանի ծննդյան օրն է https://t.co/JmKYNc08ca"
positive,7 տարի առաջ այս օրը գրանցվեց Անգլիայի Պրեմիեր լիգայի պատմության ամենագեղեցիկ գոլերից մեկը  ⚽ https://t.co/z2FchSLWeZ
negative,"լավ, ստիպված պետքա մեռնեմ 
who cares"
positive,Հայազգի գեղասահորդուհու ռեկորդային ելույթը օլիմպիական խաղերում (տեսանյութ) https://t.co/Uiq5VptrYX via @ArmTimes
positive,@khamazaspyan ինքն էլ ա լավը շաատ)
positive,@khamazaspyan բայց սիրուն անուն ա շատ)
positive,Առողջություն և Գեղեցկություն 12.02.2018: https://t.co/8jDs0f65Jb на @YouTube
negative,«Հայաստանն առաջինն է անառողջ սննդակարգով». Դավիթ Պիպոյան https://t.co/2u50ZmeF5M
positive,«Երկար սպասված հանգիստ» https://t.co/evvMJF0RGa
positive,"@khamazaspyan ոչ մի դեպքում...
ինչ անում ա, շատ լավ ա անում :դ"
positive,"@anamsylyan շատ հավես նկար ա, ապրես շաատ 😘"
negative,Վենեսուելայի հանքերից մեկում հատուկ գործողության ընթացքում 18 մարդ է սպանվել https://t.co/RxMNZUgXg3
negative,ՏԵՍԱՆՅՈՒԹ. Կարագի գները միջազգային շուկայում կրկին բարձրացել են. ինչ է սպասվում Հայաստանում... https://t.co/id9BDJrEle
positive,Այսօր Սերգեյ Սարաջյանի ծննդյան օրն է https://t.co/7Sp0sPfFn9
positive,"Հունական ''Hotos'' պանիրների համտես ՍԱՍ սուպերմարկետներում
Լավագույնն ու որակյալը մեր հաճախորդների համար"
negative,"Ճապոնիայում ձյան ռեկորդային տեղումների պատճառով զոհեր են գրանցվել
https://t.co/u6yvDZJWoI https://t.co/fGJimZipui"
positive,"ՖՈՏՈ. Ես հաճույքով եմ հիշում տասը տարի առաջ կատարած այցս. Սերժ Սարգսյանը Ռումեն Ռադևին 

https://t.co/fQbQbvRwux https://t.co/ONclW8IEkQ"
positive,Իրական գեղեցկությունը մարդու սրտի մաքրության մեջ է:
positive,"Կանքը անսահամանափակ հնարավորություններ է առաջարկում նրանց, ովքեր ՀԱՄԱՐՁԱԿ են ու նախաձեռնող:"
negative,"• Մոսկվայում կործանված օդանավի անձնակազմն ու բոլոր ուղեւորները զոհվել են. զոհերի թվում երկու հայ կա,
• Արմեն... https://t.co/DrtjMMWGPB"
positive,"RT @OdearOgy: էն որ լսում ես դուրդ ահավոր գալիս ա, նորից ես միացնում, որ լսես ու նկատում ես կոսպլեյէրի վզնոցը աաաա❤️❤️❤️
https://t.co/1JBnQ…"
positive,"Մանկությունը հիմքեր է ստեղծում քո երազանքների համար,քո ամբողջ կյանքի համար: Հետագայում քո մանկության հիշողություննե… https://t.co/V8xf3VqN8g"
positive,"Հանցագործությունների բացահայտման արդյունավետությունն աճել է 5,3%-ով https://t.co/CeLfKZTj6d"
positive,RT @emptyfear: Կարելի ա ուղղակի հիմա ոչինչ չանել ու երջանիկ լինել։
negative,Կրակ ճանապարհին. Չինաստանում գազով բեռնատար է այրվել https://t.co/mlGtXdsBjr
positive,"Այ սա է իրական ԵՐՋԱՆԿՈՒԹՅՈՒՆԸ 😘😍💋, այլ ոչ թե Ձեր iPhon-ները... https://t.co/canObV2GyH"
positive,"RT @BTSArmenianArmy: @BTS_twt TWITTER | 180217 | BTS_twt 

| JIMIN | Հոփի-հյոնը լավ տեսք ունի այստեղ, դրա համար էլ բեռնում եմ
Չկա այնպիսի ն…"
positive,«Ռոմայի» վստահ հաղթանակը #SerieA https://t.co/bVpa4wRQGA
negative,ՖՈՏՈ․ Մելանյա Թրամփը կրկին հրապարակավ մերժել է ամուսնուն՝ դավաճանության մասին սկանդալից հետո... https://t.co/GfOkAUO5zT
negative,ԱՄՆ-ի կիբեր հարձակումների պատճառած վնասը 109 միլիարդ դոլար է հայտարարվել https://t.co/BlUdSvt9b8
negative,Տիբեթում հրդեհվել է ՅՈւՆԵՍԿՕ-ի համաշխարհային ժառանգության մաս կազմող տաճարը (տեսանյութ) https://t.co/i5vNN23KWi
negative,Թուրքիան Սիրիայում քիմիական զենք է կիրառել https://t.co/qz62kjV0Jg
negative,Ես ուզում եմ մեռնել
positive,"RT @BTSArmenianArmy: Այսօր մեր արեգակ Ջեյ-Հոփի ծննդյան օրն է! 
Ուզում եմ ի սրտե շնորհավորել նրան և ցանկանալ ամենալավն ու բարին, միշտ շրջապա…"
negative,"Խոշոր ավտովթար Լոռու մարզում. բախվել են ազգականների Mitsubishi-ն և Volkswagen-ը, ինչի հետևանքով վերջինս շրջվել... https://t.co/lqjWbRpTZU"
negative,Արցախի հարցին սպառնացող ամենամեծ վտանգն արտագաղթն է. պատմաբան Արմեն
negative,Խոշոր վթար Իսակովի պողոտայում. կան վիրավորներ (ֆոտո) https://t.co/M72mQMwujl
negative,Նիգերիայում տեղի ունեցած ահաբեկչության հետևանքով առնվազն 20 մարդ է մահացել https://t.co/NL2KCAeAfZ
negative,"Մեքսիկայում կործանված ուղղաթիռի զոհերի թիվը հասել է 13-ի
https://t.co/ysefQpVY45 https://t.co/uB3q21j7WM"
positive,"RT @BTSArmenianArmy: Այսօր մեր արեգակ Ջեյ-Հոփի ծննդյան օրն է! 
Ուզում եմ ի սրտե շնորհավորել նրան և ցանկանալ ամենալավն ու բարին, միշտ շրջապա…"
positive,Բրավո՜ Հասմիկ &lt;3 Հզոր ձաաայն: Առաջ դեպի հաղթանակ 🇦🇲️🇦🇲️ Մենք քեզ հետ ենք https://t.co/qzFn4gy9Ac
positive,"#GoldenHobiDay 
#JhopeDay
#ILOVEYOUJHOPE
@BTS_twt 
իմ ապերրր իմ մեծննն շնորհավորում եմ կյանքս, ցանկանում եմ ամենալա… https://t.co/dzsphEPJUe"
negative,"Վրաերթ Երևան-Երասխ ճանապարհին. 71-ամյա տղամարդը մահացել է
 
https://t.co/v9u7hBHb33"
negative,Խոշոր վթար Իսակովի պողոտայում. կան վիրավորներ - https://t.co/HKA1cHK8kZ https://t.co/h6T9fbmNxl
positive,Դա հիանալի է երբ ձեր տունը միշտ ձեզ հետ է:
positive,"ՀԿ-ի ղեկավարի խոսքով, կենտրոնում երեխաները կկարողանան ստանալ անվճար ծառայություններ, այդ թվում`անհրաժեշտ... https://t.co/sojBBTekVb"
negative,"Վրաերթի են ենթարկվել 21-ամյա, 71-ամյա և 31-ամյա քաղաքացիներ - Լուրեր Հայաստանից https://t.co/r270VH5593"
positive,"Այս զույգը նշել է իրենց ամուսնության 23-ամյակն ու միաժամանակ ապացուցել, որ սիրո համար խոչընդոտներ չկան https://t.co/0SyI9K6Aeg"
negative,Թուրքիան Սիրիայում քիմիական զենք է կիրառել https://t.co/6mGX9pBqld
negative,"Անցած շաբաթ Ադրբեջանը շփման գծում հրադադարի ռեժիմը խախտել է շուրջ 250 
անգամ https://t.co/3qWTcw3m5c"
positive,Նոր դեղորայքի մեկ չափաբաժինը բուժում է գրիպը մեկ օրում https://t.co/xEGzwcTrok
negative,Սևանում 55-ամյա քաղաքացի է անհետացել. ափամերձ հատվածում հայտնաբերվել է կորածի ծխախոտն ու կրակայրիչը https://t.co/5PBacW7xYV
positive,"Բենատիա. ««Նապոլին» գեղեցիկ է խաղում, սակայն «Յուվենտուսը» ուժեղ է» https://t.co/j1og77TWob"
positive,Փհենչհան-2018. Կանադան հերթական ոսկե մեդալն է նվաճել https://t.co/UTMdO6WOS8
negative,Ջանլուիջի Բուֆոն. Հաճախ եմ լաց լինում և դա անում եմ միայնակ https://t.co/xXyemJRcbs
negative,Նա չստացված երգիչ է. Մհերի պրոդյուսերը` Հայկ Կասպարովի սկանդալային հայտարարության մասին https://t.co/TzMHqFoCKf
positive,"Ջա՜ն, Համասյանի նոր ""For Gyumri"" ալբոմը արդեն թողարկվել ա։ Էս մեկն եմ դնում, ում էլ մնացածը պետք ա, լսելու ձև կգտնի… https://t.co/ss8pwlFmm8"
positive,Շատ լավ գին է! https://t.co/BH3eeeC0c7
positive,Շատ լավ բան է։ Արժե ունենալ... 😮👍 https://t.co/iQ86KVyCdF
positive,Ուզում եմ նորից վերադարնամ տննդյանս օրը 😭😭  ինչ լավ էր կարուտում ոմ ետ օրը😍😣
positive,"«Նրանց արձագանքը ցույց տվեց, որ թիմն ու երկրպագուները միասնական են, դա շատ լավ է»,- ասել է «Լեսթերի» գլխավոր... https://t.co/3IDIlkFYBs"
positive,"ամեն ինչ լավ է, ես գոհ եմ"
negative,Մոուրինյո. Պոգբան հիմա լավ չի խաղում #Mourinho #Pogba #MUFC #EPL https://t.co/VEAWaSfm9t
positive,Հասակակից սիրահար զույգը Սուրբ Վալենտինի օրը հիշեց իրենց 26 տարվա բարի ու լավ օրերը. ՖՈՏՈՌԵՊՈՐՏԱԺ https://t.co/OPB1irPtWa
negative,լավ չի էլի... https://t.co/AXloOExL2o
positive,Արսենալի գլխավոր մարզիչ. Մխիթարյանը շատ լավ խաղ անցկացրեց https://t.co/aIAuXeqjaJ
positive,"Ամեն ինչ հեռավորության վրա նենց հաճելի ա. ոչ մեկը չգիտի մյուսին, միայն հաճելի ու խորհրդավոր պատկերացումներ են
Սենց լավ ա"
negative,"Ոստիկանությունը լավ չի որոնել անհետ կորածներին. նրանք այսօր ցած են նետվել կամրջից 

https://t.co/geBXiWt52Q https://t.co/qYYoTcLNes"
negative,"Սրանից լավ հոտ չի գալիս. ԱԳ փոխնախարարը Երեանի ավագանու միջադեպի մասին
#ծեծկռտուք https://t.co/tJnmBHfMCF"
positive,Lady in Yellow 💛 Դեղին և իհարկե լավ տրամադրություն💛💛💛
positive,"Նա լավ է հասկանում ֆուտբոլը, հիանալի տեսնում է ամեն ինչ, ֆանտաստիկ տեխնիկա ունի ու լավագույն խաղացողն է իր դիրքում https://t.co/Nk7LEonTtE"
negative,"Այն, ինչ տեղի ունեցավ երեկ շատ տհաճ էր, բայց որ էս մարդկանց բազմամյա խնդիրն ի վերջո բարձրաձայնվեց, լավ է: https://t.co/dBBQTjTHAl"
positive,Բավական լավ վերլուծություն․․․ https://t.co/KjBt3yCXYf https://t.co/mgELEluFOq
negative,"ՊԵԿ-ը շատ հարկեր է հավաքել, սակայ վճարած հարկերի ուսումնասիրությունը լավ բանի մասին չի խոսում. «Հայկական ժամանակ» https://t.co/j5kDMZPqim"
positive,"ասենք կյանքումս ամեն ինչ էնքան կարգին ա, էնքան հանգիստ, էնքան  լավ եմ զգում 
ԱՄԵՆ ԻՆՉԻՑ ԳՈՀ ԵՄ"
positive,"@curlygll @vardzelyan լավ, խոստանում եմ, ես քեզ չեմ հիասթափացնի &lt;3"
positive,"Ծնունդդ շնորհավոր մեր արև, ես անչափ երջանիկ եմ որ ճանաչում եմ քեզ դու իսկապես մեր հըւյսն ու հրեշտակն ես: Սիրում եմ քեզ: ❤❤❤ #GoldenHobiDay"
positive,"«Մանկութեան օրեր, երազի նման...Ո՜հ դուք երջանիկ, ո՜հ անհոգ օրեր:» 💫 https://t.co/iI6w5TCcRv"
negative,Պոգբան երջանիկ չէ ՄՅՈւ-ում և մտածում է ակումբից հեռանալու մասին - Սպորտային լուրեր https://t.co/GPGyoPQqCH
positive,"Մխիթարյան. «Երջանիկ եմ, որ Օբամեյանգը «Արսենալում» է» https://t.co/HlVb00smkM"
positive,"Սիրելի ընկերներ,

շնորհավորում ենք Ձեզ Վալենտինի տոնի կապակցությամբ և մաղթում լինել այնքան երջանիկ ու սիրված,... https://t.co/u8pYvHj1oP"
positive,"Եթե ուզում ես երջանիկ լինել, առաջին հերթին պիտի հավատաս, պայքարես ու երբեք չդադարես ՍԻՐԵԼ. Սիլվա Հակոբյան https://t.co/qndesdmlQl"
positive,"@RwanMussiry Ես սիրում եմ քեզ, մաղթում եմ ձեզ երջանիկ օր ♥️"
positive,"երջանիկ ծննդյան ինձ համար,😘😘"
positive,Զիդան. Երջանիկ եմ Ռեալում ու ցանկանում եմ շարունակել աշխատել թիմի հետ https://t.co/gRLmBCqkqN
positive,"Մենք երջանիկ սերունդ ենք. Աշոտ Ղուլյանը` Ղարաբաղյան շարժման 30-ամյակի մասին (Ֆոտո)
#ղուլյան https://t.co/MZe3pYpOIG"
positive,Երջանիկ պատահականությամբ ողջ է մնացել. նա կնշի իր 2-րդ ծնունդը
positive,"https://t.co/MZSqRHp2XO
Սոչիի բնակիչ Մաքսիմ Կոլոմեյցևը երջանիկ պատահականությամբ չի դարձել կործանված... https://t.co/IqNHk2HDaO"
positive,"""Մոհամեդ Սալահ․ «Ես երջանիկ եմ «Լիվերպուլում»»"" https://t.co/IxUSzT9nRN"
positive,"Ստեղի թվիթները կարդալուց ես ջոգում եմ, որ մեր ազգը կլիներ կատարյալ երջանիկ, եթե սաղ ստանաին իրանց քննությունները, գ… https://t.co/4Gj3Roy2NN"
positive,"Մորատա. Շատ երջանիկ եմ Չելսիում, բայց Ռեալը մնում է Ռեալ https://t.co/KZ1tF6nWfZ"
positive,RT @emptyfear: Անծանոթ մարդկանց մեջ ավելի հեշտ ա երջանիկ լինելը։
positive,"Թարմ շունչ Ձեր ննջարանում !!!! 🙂🏠💌🌱🦋
Որակյալ և գունեղ անկողնային հավաքածուներ: 👍
ԱՌԱՔՈՒՄԸ՝ ԱՆՎՃԱՐ 😉📢📣🔔 Մանրամասները… https://t.co/jKeGmEgE5x"
positive,"Որակյալ, Մատչելի և գեղեցիկ տեսականին այժմ ԱՌԿԱ Է Հայաստանում: Առաքումը 1 օրվա ընթացքում:
Պատվիրեք մեր գործընկեր... https://t.co/TX7uDPtBPm"
positive,"Որակյալ ջինսե տաբատը տղամարդու զգեստապահարանի անփոխարինելի մասն է։👖
🆕Նոր տեսականի ➡#Hovvens տղամարդկանց խանութ սրահ… https://t.co/72BJzPkNdp"
positive,"💑😉Անցկացրեք #սիրահարների #տոնը մեր հետ միասին 🇦🇲🇧🇷#Պիոներ #Բրազիլական #ռեստորանում🇧🇷🇦🇲, վայելելով որակյալ կենդանի ե… https://t.co/V5IMh7CQfx"
positive,"Որակյալ մարզաքարեր՝ ամենօրյա մարզումների համար: 
Երբ առողջությունն առաջին տեղում է:
https://t.co/9CVFSEOn5E
#sport… https://t.co/0RMEerLC9x"
positive,«Խթանում ենք որակյալ սպայական անձնակազմի մուտքը դեպի ՀՀ զինված ուժեր». Վարդան #Արամյան https://t.co/41Sb3qJVO3
positive,"«Պինդ եղեք, ամուր կացեք, մենք ձեզ հետ ենք»:
ԵԽ պատգամավոր Ֆրանկ Էնգել https://t.co/4n2UF6ezlb"
positive,«Ամուր պահեք ու պահպանեք ձեր սերը». ինչպես են Արամեն և Աննան նշել Սբ. Վալենտինի տոնը https://t.co/1Nt6QN1Y0C https://t.co/Rfo24JN2fK
positive,"Ամուր հարաբերությունների երկու գլխավոր բաղադրիչները
#ամուրհարաբերություններ https://t.co/Gx0KDyCmx2"
positive,"Ամուսինս ինձ ամեն օր սեր է խոստովանում. Թեւան Պողոսյանի կինը գիտի` ինչպես ստեղծել ամուր, ներդաշնակ ընտանիք (Photo) https://t.co/7TqgRB9mFN"
positive,Նման կնոջից ամուսինը երբեք չի հեռանա.այսպիսի կանայք ամուր ընտանիք են ունենում https://t.co/0aKwmtcDuC
positive,Մահից փրկված կարապն ամուր փաթաթվել է իրեն օգնած տղամարդուն և հուզել բոլորին (լուսանկարներ) https://t.co/ruoO9NSEC0
positive,"Արցախ մեռնեմ քո պայգարի ճշտութեան; ամուր կանգնիր, ամուր կանգնիր մենք կ՛ուգանգ:

#մէկերգամենօր"
positive,Հայաստանի հավաքականի հարձակվողը կայուն կերպով խաղում է https://t.co/wz3xsefHiI
positive,Խոհրդարանում հրեաների պատգամավոր.«Իրանը կայուն խաղաղություն է ցանկանում ողջ աշխարհի համար» https://t.co/bMeoGcaGth
negative,Գյուղատնտեսության պետական ֆինանսավորման 70 տոկոս աճը բավարար չէ ոլորտի կայուն զարգացման համար.Վ. Արամյան https://t.co/mB5yI1vMvE
negative,"Հայաստանի կայուն արևածագերի տարում ես լքեցի այն։ 
Վասն զի ոչինչ կայուն չէ այս երկրում։"
negative,"ժողովուրդ մոտակա ժամանակները կենդանաբանական մի այցելեք, ասում են ուժեղ տուբերկուլյոզի համաճարագ ա կենդանիների մոտ"
positive,"Իսկ ուժեղ լինելու համար հարկավոր է լավագույնը լինել...

Պ. Կոելյո «Տասնմեկ րոպե» https://t.co/qdkXZSntu3"
positive,"«Արդեն ցույց ենք տվել, որ Չեմպիոնների լիգայում մենք միասնական, ուժեղ և փորձառու թիմ ենք․․․» https://t.co/eoYKAj6hlk"
negative,Հայկական «զենք». քաղցկեղի դեմ դեղերը կսկսեն չորս անգամ ավելի ուժեղ «ռմբակոծել» https://t.co/smn76IciNy
positive,"Սակայն ապացուցել ենք, որ ուժեղ և համախմբված թիմ ենք https://t.co/Tba1jJc5ia"
positive,"RT @erics_ericuk: իրականում, էնքան հեշտ ա ապրելը...
առանց ձև ու ձևականության, չարության,
պարզ ու արդար խղճով,
ինչ-որ մեկի բարևի համար,
հանո…"
positive,"@degerogh բայց Ռուզվելտն, իրոք, շատ ուժեղ ու օրինակելի քաղաքական գործիչ ա)"
positive,"Գիտեմ ու վստահ եմ,
վաղը պիտի փորձեմ
ուժեղ լինել Քեզանով,
հոգիս պիտի մխիթարվի Քեզանով,
և շունչս
պիտի իմաստավորվի Քեզանով։"
positive,Արմեն Սարգսյանն ուժեղ առաջնորդ է. Լորդ Արա Դարզին ողջունում է նրա թեկնածությունը ՀՀ նախագահի պաշտոնի համար https://t.co/GYMKkHf4Fo
positive,«Արմենին ճանաչում եմ երկար տարիներ. ծանոթ եմ նրա շատ  հատկանիշներին. նա ուժեղ առաջնորդ է». Արա Դարզի (տեսանյութ):… https://t.co/8umwaXrcgD
positive,"Կլինեմ ավելի ուժեղ. Օզբիլիս
https://t.co/NRHykZRLV2 https://t.co/AqA6KmuFuN"
positive,«Լիոնը» ուժեղ գտնվեց Միշել Տեր-Զաքարյանի «Մոնպելյեից» https://t.co/dpGh1yeJWZ
positive,"Արդյունավետ ռազմավարություն նրանց համար, ովքեր ցանկանում են դառնալ հաջողակ պրոֆեսիոնալներ https://t.co/nbg6evuHJI"
positive,Բենզեմայի արդյունավետ խաղը՝ «Բենիտո Վիլյամարինում» :: https://t.co/3PN46pIGkg https://t.co/2T9zyreZQR
positive,2017 թվականին արդյունավետ էր վիրուսային հեպատիտ C-ով 1000 հիվանդի անվճար բուժումը։ https://t.co/h6VdrM4eDt
positive,Գորգը ամենաարագ և արդյունավետ կերպով մաքրելու ամենահեշտ միջոցը․ ոչ մի մանրէ չի մնա https://t.co/GkpAecNbPh
positive,"Ավագանու արդյունավետ աշխատանքի շնորհիվ, այսուհետև բոլոր վայրի ցեղերի հետ շատ սերտ համագործակցություն՝ https://t.co/NliGI03RBp"
positive,"Արդյունավետ աշխատելու համար ճիշտ և լիարժեք հանգիստը ոչ թե կարևոր է, այլ պարտադիր❣️
#Կոմիտաս20
,#ՍայաթՆովա12, 
(+374… https://t.co/fLdRDltfWp"
positive,Արդյունավետ միջոց՝ մազերի աճն ապահովելու համար https://t.co/etVEVcafdD
positive,"Ոստիկանների արագ և արդյունավետ աշխատանքի շնորհիվ խնդիրս արագ լուծում ստացավ
  
https://t.co/48Pt3akaMa https://t.co/qoJlXJs5O6"
positive,Այս արդյունավետ մեթոդը սովորեցրել է ինձ տատիկս․ Այն օգնում է շատ արագ իջեցնել բարձր ճնշումը https://t.co/er4SU7QBIT
positive,10 րոպե արագ քայլքը կարող է ավելի արդյունավետ լինել 10 հազար քայլ» ծրագրից https://t.co/k8x1MELOvj
positive,Փրկարարներն այսուհետ ավելի արագ ու արդյունավետ են աշխատելու: https://t.co/ue9oID3zJx
positive,Օգտակար և սննդարար նախաճաշը առույգության և արդյունավետ օրվա երաշխիքն է https://t.co/lyRg5UCrla
positive,9 պարզ և արդյունավետ միջոց սթրեսը հաղթահարելու համար https://t.co/0qOf0tEAoh https://t.co/K7rVwd1alI
positive,ՀՀ գյուղատնտեսական նշանակության մի շարք ոռոգելի հողամասերն ավելի արդյունավետ կօգտագործվեն https://t.co/90uRX9uzpX https://t.co/2S4CqWuMBs
positive,Ստուգումները վկայում են՝ Արցախի ՊԲ-ն ունակ է արդյունավետ հակազդել հակառակորդի հավանական գործողություններին https://t.co/whpzNAcWrt
positive,"[ԴՐԱՄԱՊԱՆԱԿ]
Վերջին հինգ տարում Հայաստանում նկատվում է հիփոթեքային վարկավորման ծավալների աճի դրական դինամիկա https://t.co/9G2HMFZFPC"
positive,Պաշտոնական #Ստեփանակերտը դրական է համարում #ՀՀ նախագահի պաշտոնում Արմեն Սարգսյանի թեկնածությունը: https://t.co/PM9djRNb75
positive,Կարապետ Գուլոյան. «Նախորդ տարվա ընթացքում արձանագրվել են զգալի դրական ցուցանիշներ» | Հեղինակ` ՆՈՐԻԿ ՔԵՇԻՇՅԱՆ... https://t.co/ynWQ4utnaJ
positive,"Հաճելիորեն զարմացած եմ Նշավան գյուղում տեղի ունեցած դրական փոփոխություններից, որոնք չնկատել ուղղակի անհնար է. . .... https://t.co/GNWS950Uoz"
positive,«Հեքիաթի ժամ» հաղորդաշարը մեզ հնարավորություն է տալիս ունկնդրելու այդ հրաշալի հեքիաթները:https://t.co/9ChRefIL3x
positive,Հրաշալի նորություն 😍😍😮 https://t.co/YfBPRkUPbm
positive,"Հրաշալի կարճամետրաժ մուլտֆիլմ!!!
∧＿∧　 
(　'.' )つ━☆・*。 
⊂　　 ノ 　　　・゜+. 
　しーＪ　　　°。+ *´ 
　　　　　　　　　　¸.·'* ☆"
positive,"RT @mimoooomim: Հրաշալի բան է քո հողում ապրելը 💜

Արցախ ❤"
positive,"Ամենասիրածս կինոն էի ավելացնում ֆիլմերի բազա։ Բանալի բառերից հասկացա, թե ինչքան հրաշալի #ֆիլմ ա, ով ինչ ուզում ա աս… https://t.co/ogrUO7kJWD"
positive,"🎉 Հայկական առաջատար ՏՏ ընկերություններից SFL LLC-ի մասին պատմող հրաշալի թողարկում https://t.co/bgdl54RXZT-ից։ 
🤝 Գո… https://t.co/c2TtShsMEt"
positive,Հրաշալի խորհուրդներ է տվել որդուն👌👌 https://t.co/vU0Rxtyqck
positive,"#MagicTracks
ՀԱՏՈՒԿ ԱԿՑԻԱ! ՁԵՌՔ բերեք այս հրաշալի լուսավորվող մայրուղին:Երջանկացրե՛ք Ձեր երեխային՝ 
Այժմ արդեն... https://t.co/C3CvV8qi7L"
positive,"Աշխարհի հրաշալի 10 հյուրանոցները,որտեղ կցանկանար լինել յուրաքանչյուր մարդ https://t.co/UzMcSju45c"
positive,Գոլառատ և հրաշալի խաղեր 🔥🔥 https://t.co/Ox1ppQsfAQ
positive,"Մարսելոն՝ ՊՍԺ-ի դեմ խաղի մասին. ««Բոսսը» մեզ շատ է օգնում, նա հրաշալի մարզիչ է» https://t.co/y4YeEzsz4r"
