Label,Text
positive,Ձեր գիրքը հասավ Լոս Անջելես։Աղջկաս կողմից նվեր ստացա։Շնորհակալություն ուղարկելու համար։
negative,Հերիքա այ ժողովուրդ՛թողեք մարդը աշխատի ։կարողա գիտեք կախարդական փատիկ ունի
negative,Նիկոլին աստվածացնելու պրոցեսը սկսել է՝ լավ հոտ չի գալիս։
positive,«Երկար սպասված հանգիստ» https://t.co/evvMJF0RGa
positive,"Ընկերս ինձ լսելով, մի բարի խորհուրդ տվեց, որը ինձ փրկեց: Նա ինձ ուշադիր լսելուց հետո, ասաց. «Քանի որ ամառ է և պարտե… https://t.co/1zlE1Lk864"
positive,"Բարի' օր, մեր սիրելի ժամանցասերներ:
Իսկ դուք գիտե՞ք, թե ինչ լավ երեկո է սպասվում այսօր Just Mood pub ում 🎵:... https://t.co/16Zsjetb8A"
positive,Հրաշք գործ բռավո՜👍👍
negative,"Ծնողները հրաժարվել են նորածին երեխայից. բավական չէ աղջիկ է, նաեւ ճողվածքով է ծնվել https://t.co/xePs6a0diI"
negative,Անուղեղների հավաքածու
positive,"Հրաշալի գիրք էր, կարդացվեց մեկ շնչով, բայց կընկալվի ու կապրի դեռ երկար: Հիանալի գիրք էր, համեմված ժամանակակից մոտեցումներով ու համապատասխան ռոմանտիկայով: 
Շնորհավորում եմ Էդգար ջան:😊"
positive,"Զվարճալի ու հաճելի խաղ են առաջարկում  մեզ այս խաղամոլ  Game Pub-ականները🕹️🎮🎲:
Քոմենթում Վերնագրեք Նկարը
Ամենաշատ... https://t.co/NcG69HfFrm"
negative,"Ժողովուրդ, մի՛ ջրիկացեք։ Ում խելքն ինչ կտրում՝ գրում է։ Ամոթն էլ լավ բան է..."
positive,"Հատվածներ եմ կարդացել, բայց հարազատ բան արդեն կա"
positive,Աշխարհի Լավագույն Կղզիները Ռոմանտիկ Հանգստի Համար https://t.co/h5OaIegRdl
positive,Հիանալի է https://t.co/wc6NqmBgSK
negative,Ախր շատ սիրուն էր այգին էս ինչ են արելլ
positive,"շատ  հուզիչ  է,  ապրեք,  շատ  ոգևորող  է."
negative,"Ես ինքս էլ ուզում եմ հավատալ, որ իրոք կթեթևանան զինծառայողների ընտանիքների հոգսերը: Սակայն պիտի փաստեմ, որ Արցախում, սահմանից 4-5կմ հեռավորության վրա ՙՙպալիգոններում՚՚ ծառայող ՙՙտանկիստների՚՚ մոտ դեռևս ոչ մի փոփոխություն չի նկատվում, ամեն ինչ նույնն է...
Հուսանք, որ ԱՄԵՆ ԲԱՆ ԼԱՎ Է ԼԻՆԵԼՈՒ..."
positive,"@anamsylyan շատ հավես նկար ա, ապրես շաատ 😘"
positive,Իրավացի եք Էդգար ջան։ Պետք է պահենք ու գնահատենք ինչ որ ձեռք ենք բերել։
negative,Սևանում 55-ամյա քաղաքացի է անհետացել. ափամերձ հատվածում հայտնաբերվել է կորածի ծխախոտն ու կրակայրիչը https://t.co/5PBacW7xYV
positive,"Բարի կեսօր, Երևան:
Ջերմաստիճանը Երևանում՝ +3°:
#EVNwinter #EVNweather https://t.co/1H85dbQwEn"
negative,Թուրքիան Սիրիայում քիմիական զենք է կիրառել https://t.co/qz62kjV0Jg
positive,Վերջապես ազգիս ներկայացուցիչը իսկական հայ ու արժանավոր մարդ է; որով կարող ենք անվերջ հպարտանալ
negative,Մոուրինյո. Պոգբան հիմա լավ չի խաղում #Mourinho #Pogba #MUFC #EPL https://t.co/VEAWaSfm9t
negative,Գյուղատնտեսության պետական ֆինանսավորման 70 տոկոս աճը բավարար չէ ոլորտի կայուն զարգացման համար.Վ. Արամյան https://t.co/mB5yI1vMvE
negative,ՀՐԱՊԱՐԱԿՎԵԼ Է ՌՈՒՍԱԿԱՆ ՕԴԱՆԱՎԻ ԿՈՐԾԱՆՄԱՆ ՏԵՍԱՆՅՈՒԹԸ https://t.co/dC0HNR5pXX
positive,Նոր դեղորայքի մեկ չափաբաժինը բուժում է գրիպը մեկ օրում https://t.co/xEGzwcTrok
positive,Lady in Yellow 💛 Դեղին և իհարկե լավ տրամադրություն💛💛💛
positive,Բա մենք ինչ հպարտ ենք
negative,"«Ավելի վատ, քան սառը պատերազմի տարիներին». ԵՄ-ն գնահատել է Ռուսաստանի հետ հարաբերությունների մակարդակը... https://t.co/hRH5zuDHos"
negative,@Expctoo Բարի ճանապար
negative,Վրաերթ Ռոստովյան փողոցում. տարեց կինը տեղում մահացել է (ԼՈՒՍԱՆԿԱՐՆԵՐ) https://t.co/QIg1lXO6mQ
positive,"Շնորհավորում եմ,👍😊
Տաղանդավոր Մարդ"
positive,"M&amp;M's-ի հետաքրքիր և զվարճալի գովազդային հոլովակը 👏😍⤵️⤵️

#MMs #Ads #BestAds #FinStab #FinStabPriduction https://t.co/UPEhfn4AZG"
negative,"Չի կարելի մարդուն խփել թիկունքից: Ձեր կազմակերպիչները թուրքից բեթար են,ուշքի եկեք..."
negative,էս ինչ եք սրքել... կարծիք հայտնել չի լինում ... վիարավորում եք իրար... ու մեծեր չի կարելի .. աղջիկներ են կարդում
positive,"Սակայն ապացուցել ենք, որ ուժեղ և համախմբված թիմ ենք https://t.co/Tba1jJc5ia"
positive,Շատ ապրեք
positive,"Ով եղել է Դուբայում, գիտի, որ այն Երկիր մոլորակի ամենաճոխ, չափազանց գեղեցիկ և սարսափելի թանկարժեք քաղաքներից մեկն... https://t.co/gRm1lI4fM8"
positive,Այսօր Չինաստանում նշում են Ամանորը։ Վոկ ընդ Ռոլը շնորհավորում է բոլորին այս գեղեցիկ տոնի կապացությամբ՝ 新年快乐 և... https://t.co/dHG8uLtIX3
positive,"RT @mimoooomim: Հրաշալի բան է քո հողում ապրելը 💜

Արցախ ❤"
positive,Երևանում տոնական քայլերթ է կազմակերպվել՝ նվիրված Բուն Բարեկենդանի տոնին https://t.co/Rwk4Qw0ABP
positive,"Շտապեք կիրակին անցկացնել համեղ ու զվարճալի՝ «Բարեկենդան»-ի հետ
 Նյութի աղբյուրը` https://t.co/tLzIvcLhnP https://t.co/Acb3JkkWrC"
positive,"Ահա, թե ինչպիսին է իրական ընտանեկան կյանքը. երբեմն բարդ, նյարդայնացնող սակայն և գեղեցիկ... https://t.co/nwLDCLmH0P"
negative,"Այսօրվա քաղաքապետի սահմանափակ քանակով անորակ ցույցի մասին, ինքնագովեստի խոսքերը բաժանել էր անթասիբ և ողորմածիկ տնօրեններին և ուսուցիչ կոչեցյալներին,  ողբամ Ձեզ հայոց դպրոցներում ուսում տվող նման որակ ունեցող մանկավարժներ։"
positive,"Աշխարհի ամենասիրված վարչապետը,Ձեզ քաջ առողջություն"
positive,Սեմ Պարսոնսի անկրկնելի գեղեցիկ հարվածը https://t.co/TF4OzpC8tW
positive,«Հրաշալի որակ ունեցող հայկական կոնյակը բուլղարական շուկայում ավելի շատ գովազդման կարիք ունի»: https://t.co/sl176O08ME
negative,RIP Colin/Black. Մի քանի օր առաջ ավտովթարի արդյունքում կյանքից հեռացավ 90-ականների ևս մեկ հիանալի կատարող՝ BLACK... https://t.co/sjHiyUbDKD
negative,Նա չստացված երգիչ է. Մհերի պրոդյուսերը` Հայկ Կասպարովի սկանդալային հայտարարության մասին https://t.co/TzMHqFoCKf
positive,Միամսյակին ընդառաջ ձեռք բերեք կանացիությունը ընդգծող գեղեցիկ և նորաձև զգեստներ HauteLook-ից մինչև 70% զեղչով 👉... https://t.co/71tjRJnc9i
positive,Բարի թռիչք բարի վերադարձ Ձեզ հաջողություն
positive,Մենք ցանկանում ենք ունենալ առողջ քաղաքացի. Կարեն Կարապետյանը ծանոթացել է Սպորտի և երիտասարդության հարցերի... https://t.co/LMhWpooGpm
positive,Այսօր Սերգեյ Սարաջյանի ծննդյան օրն է https://t.co/7Sp0sPfFn9
positive,Ֆուրկադն այսօր պարզապես փայլեց https://t.co/LIuc73vuCq
negative,"Խոշոր ավտովթար Լոռու մարզում. բախվել են ազգականների Mitsubishi-ն և Volkswagen-ը, ինչի հետևանքով վերջինս շրջվել... https://t.co/lqjWbRpTZU"
positive,"💛Բարի երեկո 💛
Արդեն գրեթե վերջին շտրիխներն են մնացել Լիլիթի նոր տեսահոլովակը վերջացնելու համար:☺️
Ավարտելուն պես՝ տ… https://t.co/cQ64uZImyt"
positive,Կրիշտիանու Ռոնալդու. «Ռեալը» մեծ հարգանք է տածում ՊՍԺ-ի հանդեպ https://t.co/g9BwHPKIvZ
negative,"• Մոսկվայում կործանված օդանավի անձնակազմն ու բոլոր ուղեւորները զոհվել են. զոհերի թվում երկու հայ կա,
• Արմեն... https://t.co/DrtjMMWGPB"
positive,Բարի լույս բոլորին
positive,"Ապրես ,Դու շատ ճիշտ ես։"
positive,Բարի երեկո  սիրելիներս իմ հպարտ ԱԶԳ
positive,"Աշխարհի հրաշալի 10 հյուրանոցները,որտեղ կցանկանար լինել յուրաքանչյուր մարդ https://t.co/UzMcSju45c"
positive,Այսօր թանկարժեք նվեր ստացա. . . շատ ուրախ եմ :Շնորհակալություն հեղինակին. .
positive,Շնորհավորում եմ: Համոզված եմ լավն է լինելու...
positive,@inerstaron Չէ հակառակը. Քեզ հաճելիա ստեղ տեսնելը
positive,"Այս Մարդը 10-15 օրում արեց ավելի շատ բան, քան հին իշխանությունը 15 տարում:"
negative,Նայում եմ սրանց նեռվային ստրեսի մեչ եմ ընկնում օվ ձեր նայրիտը թալանելա գնացեք դրանից պահանջեք ինչ եք ետ մարդուց ուզում նադաել արիք թողիք կարողա գիդեք ֆոկուզնիկա որ ֆոկուզ անի նայրիտը վերականգնվի.....
positive,Շատ լավ գին է! https://t.co/BH3eeeC0c7
negative,Կաշառքով են հա՞ դեռ ձայն հավաքում քաղաքապետարանում։
positive,"Երբ ժպտում է էնքան ազնիվ,անկեղծ, պարզ է,որ ամբողջ դեմքն է արտահայտում ժպիտը 👍"
positive,Այսօր երեկոյան սպասեք կրկին գեղեցիկ երաժշտության ;) :)
negative,տանից դուրս գալու եւ այլեւս չվերադառնալու տրամադրություն
negative,տեսեք թե ոնց են կառչում իրենց աթոռնեևից
positive,"Գեղեցիկ է, հետաքրքիր և օգտակար... 👍👍👍 https://t.co/9Q5yxgNf1K"
positive,Բոլոր բոլորից Շնորհակալ եմ գեղեցիկ Շնորհավորանքների և բարի մաղթանքների համար; 🥂 — смотрит Garik Ghazaryan Photographer
negative,Դավիթ Պիպոյան. «Հայաստանը աշխարհի վատագույն սննդակարգ ունեցող երկրների
positive,"Որակյալ, Մատչելի և գեղեցիկ տեսականին այժմ ԱՌԿԱ Է Հայաստանում: Առաքումը 1 օրվա ընթացքում:
Պատվիրեք մեր գործընկեր... https://t.co/TX7uDPtBPm"
positive,"Կեցցե՛ հեղինակը,ոգեշնչող է...."
negative,"Ինչքան զզվելի էք։
Ստրուկը արմատական քցել ձեր մեջ ու ցավում եմ ձեր համար ,ոնց եք տենց ցածր ապրելու։
Չնայած երեցի տենց անուղեղ ավելի հեշտա ,փողա կծախսեք էլի մի օր"
positive,Մարկոս Պիզելին գեղեցիկ գոլ է խփել «Շուկրայի» դեմ խաղում (տեսանյութ) https://t.co/S1h6otvdM9
negative,"Հայաստանում առնվազն 21,9 տոկոս գնաճ է տեղի ունեցել (տեսանյութ): «ՀՀ-ում տեղի է ունեցել գնաճի շղթայական ռեակցիա, տեղ… https://t.co/042DxlXFSf"
positive,Հիանալի է…
negative,"Սաղսել լավ ծանոթ ենք քաղաքապետի ընտրություններին թաղի տղեքի ուսուցիչների տեսուչների տնորեների եվ շատերի կաշառք բաժանելով վախացնելով թե ինչ ձեվովա նստել,"
positive,Նա փրկեց 669 երեխայի Հոլոքոստի ժամանակ: Հերոս 😢😭 https://t.co/jYQVFVUnJp
positive,Գեղեցիկ է․․․ https://t.co/raFrF6KYQQ
positive,"Շնորհավորում եմ Ձեզ հոյակապ գրքի համար, ես կադացի մեկ շնչով շնորհակալ  եմ նորից որ յուրաքանչյուր տողը ինձ հոգեհարազատ էր շատ տպավորված եմ բրավո։"
positive,Հոյակապ է
negative,"Կրիմինալը ակտիվացել է, սատկացնել դրանց բոլորին"
negative,Չգիտեմ ինչ ասեմ իմ հայացքները կիսվում են և էս էն դեպքնա որ ես կուզենայ սխալվել։  ախր սպասումները շատ մեծ են ու առանց զանգի Բաղրամյան 26-ից հաստատ դրական չեն լուծվի։
negative,"Մեքսիկայում կործանված ուղղաթիռի զոհերի թիվը հասել է 13-ի
https://t.co/ysefQpVY45 https://t.co/uB3q21j7WM"
positive,"Սակայն ապացուցել ենք, որ ուժեղ և համախմբված թիմ ենք https://t.co/Tba1jJc5ia"
negative,Պոգբան երջանիկ չէ ՄՅՈւ-ում և մտածում է ակումբից հեռանալու մասին - Սպորտային լուրեր https://t.co/GPGyoPQqCH
negative,Արսեն Վենգեր. Իմ օրոք «Արսենալն» այսքան վատ չի խաղացել դրսում https://t.co/iLfdZgTG5e
positive,"հետաքրքիր մոտեցում է մնում իրականացնել: թող այդ հաղորդումները լինեն այնքան որակյալ եվ օր օրի գրավիչ,որ ունենան շատ երկար կյանք, որ մեկ երկու հաղորդումից հետո ցանկություն չառաջանա փոխել ալիքը:"
positive,Apple Watch-ն ախտորոշում է շաքարային դիաբետը 85 տոկոս ճշգրտությամբ. Cult of Mac․ https://t.co/fCKditTt7y: https://t.co/qwHEgqbsx1
positive,"Այ սա է իրական ԵՐՋԱՆԿՈՒԹՅՈՒՆԸ 😘😍💋, այլ ոչ թե Ձեր iPhon-ները... https://t.co/canObV2GyH"
positive,Շնորհակալություն Վարդանյան ընտանիքից շատ գեղեցիկ նվերի համար։
positive,"Շնորհավորում եմ,Էդգար ջան🌹🌹"
positive,"Աստված Ձեզ հետ մեր սիրելի ու հարգելի վարչապետ, մենք հավատում ենք Ձեզ և միշտ կաջակցենք Ձեզ ամեն հարցում"
positive,"Բարեւ Ձեզ հարգելի Էդգար,շնորհավորում եմ  գրքի ծննդյան,ինչպես նաեւ գրողների միջազգային տոնի կապակցությամբ։
Ձեզ նորանոր բարձրունքներ եւ հաջողություններ։"
negative,ՏԵՍԱՆՅՈՒԹ. Կարագի գները միջազգային շուկայում կրկին բարձրացել են. ինչ է սպասվում Հայաստանում... https://t.co/id9BDJrEle
negative,"Արա դե ինչքան կարելիա երգ գրել նրա մասին, որ դու գնացիր ես մնացի, դու սաղին տվեցիր ես մնացի: 
Հայ ռափեռների 90% Կ. գլուխ են..."
positive,աստված էս էնքան սիրուն ա լացս եկավ https://t.co/QhwORisP3t
negative,Գյումրու Գորկու փողոցի այս գեղեցիկ տունը քանդվում է:
positive,"Հարմարավետ և գեղեցիկ անկողնային պարագաներ H&amp;M-ում 👉  https://t.co/KGE5oGAg1I
➡️Գրանցվե՛ք https://t.co/ntBXRxFnFn
✈.… https://t.co/Xn3gLx8bjv"
positive,Բիաթլոն. Լաուրա Դալմայերը դարձել է օլիմպիական կրկնակի չեմպիոն https://t.co/F2K9zURKwP
positive,Ապրես։  Ուրախություն  է։
positive,Զիդան. Երջանիկ եմ Ռեալում ու ցանկանում եմ շարունակել աշխատել թիմի հետ https://t.co/gRLmBCqkqN
negative,"Սրանք արդեն պետքա նստած լինեին, այն ինչ մենք դեռ սպասում ենք նոր տան բացմանը..(("
positive,Բրավո՜ Հասմիկ &lt;3 Հզոր ձաաայն: Առաջ դեպի հաղթանակ 🇦🇲️🇦🇲️ Մենք քեզ հետ ենք https://t.co/qzFn4gy9Ac
positive,Կարապետ Գուլոյան. «Նախորդ տարվա ընթացքում արձանագրվել են զգալի դրական ցուցանիշներ» | Հեղինակ` ՆՈՐԻԿ ՔԵՇԻՇՅԱՆ... https://t.co/ynWQ4utnaJ
positive,Ինչպես Սրբուհի Սարգսյանը հիացրեց ուկրաինական «Голос страны»-ի մարզիչներին և ստիպեց հիշել հայերի հետ կապը (Video) https://t.co/Y4U1uiRO9R
positive,"Հրաշալի կարճամետրաժ մուլտֆիլմ!!!
∧＿∧　 
(　'.' )つ━☆・*。 
⊂　　 ノ 　　　・゜+. 
　しーＪ　　　°。+ *´ 
　　　　　　　　　　¸.·'* ☆"
positive,"Ֆրանսահայ Րաֆֆի Արտոն տպավորիչ ելույթ ունեցավ ֆրանսիական «Ձայնը» նախագծում, ու ժյուրին այն գնահատեց 
https://t.co/hcynPiss46"
positive,"Հրաշալի երգ, հիանալի կատարում. բրավո՜ և՛ հեղինակին, և՛ կատարողին: https://t.co/nh6C1NhSFB"
positive,"TWITTER | 180207 | BTS_jp_official 

Շատ շնորհակալություն #PON հրավիրելու համար! Մեզ համար նույնպես շատ զվարճալի էր… https://t.co/MM1JF0mjl9"
negative,"Վատ բեմականացված ներկայացում էր այդ խմբի կողմից, բայց մյուս կողմի պահվածքն էլ՝ ուժի կիրառումը չեմ արդարացանում. Մ.Ե… https://t.co/PsGvYFTSJJ"
positive,"Cuzarzo The Circle
Սիրահարների տոնի առթիվ մինչև փետրվարի 18-ը շտապեք ձեռք բերել Cuzarzo The Circle շքեղ... https://t.co/ZGQt0WvO8p"
negative,Սիրիայում ևս մեկ ադրբեջանցի զինյալ է սպանվել - Լուրեր Հայաստանից https://t.co/327cqW2arq
positive,"Երկու-երեք ամիս հետո էական ու տեսանելի կլինի բոլորիս, մեր երկրի անցյալի ու ապագայի մասին տարբերությունները պատմող ֆիլմերից ու լուսանկարներից..."
positive,"Ստեղի թվիթները կարդալուց ես ջոգում եմ, որ մեր ազգը կլիներ կատարյալ երջանիկ, եթե սաղ ստանաին իրանց քննությունները, գ… https://t.co/4Gj3Roy2NN"
positive,"Երեկվանից օդում մի տեսակ սեր կա, էն որ գարնանն ա լինում միայն ^_^"
negative,"Դասախոսիս հարցազրույցը https://t.co/XluVji6aXn-ին

Այժմ դժվար է աշխատանք գտնել եւ իմ առջեւ դրված խնդիրներից մեկն է… https://t.co/agW2NSfLmA"
positive,"ԼՂ հակամարտությունը միայն խաղաղ ճանապարհով է հնարավոր կարգավորել. Բուլղարիայի նախագահ
#Armenia #Yerevan #NKpeace… https://t.co/kb1xVyt1mS"
positive,"Որակյալ, Մատչելի և գեղեցիկ տեսականին այժմ ԱՌԿԱ Է Հայաստանում: Առաքումը 1 օրվա ընթացքում:
Պատվիրեք մեր գործընկեր... https://t.co/TX7uDPtBPm"
positive,Շատ գեղեցիկ է ստացվել 😍
positive,"RT @BTSArmenianArmy: Այսօր մեր արեգակ Ջեյ-Հոփի ծննդյան օրն է! 
Ուզում եմ ի սրտե շնորհավորել նրան և ցանկանալ ամենալավն ու բարին, միշտ շրջապա…"
positive,"Անչափ լավ մոտեցում, և  անչափ լավ բացատրություն, այսքանից հետո էլ ո՞ր դատական համակարգը կարող է սխալ գործել, բացատրված է իրենց վերջը։"
negative,"Ահա, թե ինչպիսին է իրական ընտանեկան կյանքը. երբեմն բարդ, նյարդայնացնող սակայն և գեղեցիկ... https://t.co/nwLDCLmH0P"
negative,Ավստրիայում ուղևորատար գնացքներ են բախվել https://t.co/3wYaR36rQk
positive,"RT @BTSArmenianArmy: Այսօր մեր արեգակ Ջեյ-Հոփի ծննդյան օրն է! 
Ուզում եմ ի սրտե շնորհավորել նրան և ցանկանալ ամենալավն ու բարին, միշտ շրջապա…"
positive,"Գերմանացի Լաուրա Դալմայերը դարձավ կրկնակի օլիմպիական չեմպիոն
#pyeongchang2018 https://t.co/eGA92qjaw1"
positive,շնորհավորում եմ հիանալի գրքի կապակցությամբ👏👏
