Label,Text
joy,Ձեր գիրքը հասավ Լոս Անջելես։Աղջկաս կողմից նվեր ստացա։Շնորհակալություն ուղարկելու համար։
anger,Հերիքա այ ժողովուրդ՛թողեք մարդը աշխատի ։կարողա գիտեք կախարդական փատիկ ունի
fear,Նիկոլին աստվածացնելու պրոցեսը սկսել է՝ լավ հոտ չի գալիս։
joy,«Երկար սպասված հանգիստ» https://t.co/evvMJF0RGa
joy,"Ընկերս ինձ լսելով, մի բարի խորհուրդ տվեց, որը ինձ փրկեց: Նա ինձ ուշադիր լսելուց հետո, ասաց. «Քանի որ ամառ է և պարտե… https://t.co/1zlE1Lk864"
joy,"Բարի' օր, մեր սիրելի ժամանցասերներ:
Իսկ դուք գիտե՞ք, թե ինչ լավ երեկո է սպասվում այսօր Just Mood pub ում 🎵:... https://t.co/16Zsjetb8A"
joy,Հրաշք գործ բռավո՜👍👍
sadness,"Ծնողները հրաժարվել են նորածին երեխայից. բավական չէ աղջիկ է, նաեւ ճողվածքով է ծնվել https://t.co/xePs6a0diI"
anger,Անուղեղների հավաքածու
joy,"Հրաշալի գիրք էր, կարդացվեց մեկ շնչով, բայց կընկալվի ու կապրի դեռ երկար: Հիանալի գիրք էր, համեմված ժամանակակից մոտեցումներով ու համապատասխան ռոմանտիկայով: 
Շնորհավորում եմ Էդգար ջան:😊"
joy,"Զվարճալի ու հաճելի խաղ են առաջարկում  մեզ այս խաղամոլ  Game Pub-ականները🕹️🎮🎲:
Քոմենթում Վերնագրեք Նկարը
Ամենաշատ... https://t.co/NcG69HfFrm"
anger,"Ժողովուրդ, մի՛ ջրիկացեք։ Ում խելքն ինչ կտրում՝ գրում է։ Ամոթն էլ լավ բան է..."
joy,"Հատվածներ եմ կարդացել, բայց հարազատ բան արդեն կա"
joy,Աշխարհի Լավագույն Կղզիները Ռոմանտիկ Հանգստի Համար https://t.co/h5OaIegRdl
joy,Հիանալի է https://t.co/wc6NqmBgSK
sadness,Ախր շատ սիրուն էր այգին էս ինչ են արելլ
sadness,"շատ  հուզիչ  է,  ապրեք,  շատ  ոգևորող  է."
anger,"Ես ինքս էլ ուզում եմ հավատալ, որ իրոք կթեթևանան զինծառայողների ընտանիքների հոգսերը: Սակայն պիտի փաստեմ, որ Արցախում, սահմանից 4-5կմ հեռավորության վրա ՙՙպալիգոններում՚՚ ծառայող ՙՙտանկիստների՚՚ մոտ դեռևս ոչ մի փոփոխություն չի նկատվում, ամեն ինչ նույնն է...
Հուսանք, որ ԱՄԵՆ ԲԱՆ ԼԱՎ Է ԼԻՆԵԼՈՒ..."
joy,"@anamsylyan շատ հավես նկար ա, ապրես շաատ 😘"
joy,Իրավացի եք Էդգար ջան։ Պետք է պահենք ու գնահատենք ինչ որ ձեռք ենք բերել։
sadness,Սևանում 55-ամյա քաղաքացի է անհետացել. ափամերձ հատվածում հայտնաբերվել է կորածի ծխախոտն ու կրակայրիչը https://t.co/5PBacW7xYV
joy,"Բարի կեսօր, Երևան:
Ջերմաստիճանը Երևանում՝ +3°:
#EVNwinter #EVNweather https://t.co/1H85dbQwEn"
fear,Թուրքիան Սիրիայում քիմիական զենք է կիրառել https://t.co/qz62kjV0Jg
joy,Վերջապես ազգիս ներկայացուցիչը իսկական հայ ու արժանավոր մարդ է; որով կարող ենք անվերջ հպարտանալ
sadness,Մոուրինյո. Պոգբան հիմա լավ չի խաղում #Mourinho #Pogba #MUFC #EPL https://t.co/VEAWaSfm9t
anger,Գյուղատնտեսության պետական ֆինանսավորման 70 տոկոս աճը բավարար չէ ոլորտի կայուն զարգացման համար.Վ. Արամյան https://t.co/mB5yI1vMvE
fear,ՀՐԱՊԱՐԱԿՎԵԼ Է ՌՈՒՍԱԿԱՆ ՕԴԱՆԱՎԻ ԿՈՐԾԱՆՄԱՆ ՏԵՍԱՆՅՈՒԹԸ https://t.co/dC0HNR5pXX
surprise,Նոր դեղորայքի մեկ չափաբաժինը բուժում է գրիպը մեկ օրում https://t.co/xEGzwcTrok
joy,Lady in Yellow 💛 Դեղին և իհարկե լավ տրամադրություն💛💛💛
joy,Բա մենք ինչ հպարտ ենք
sadness,"«Ավելի վատ, քան սառը պատերազմի տարիներին». ԵՄ-ն գնահատել է Ռուսաստանի հետ հարաբերությունների մակարդակը... https://t.co/hRH5zuDHos"
sadness,@Expctoo Բարի ճանապար
sadness,Վրաերթ Ռոստովյան փողոցում. տարեց կինը տեղում մահացել է (ԼՈՒՍԱՆԿԱՐՆԵՐ) https://t.co/QIg1lXO6mQ
joy,"Շնորհավորում եմ,👍😊
Տաղանդավոր Մարդ"
joy,"M&amp;M's-ի հետաքրքիր և զվարճալի գովազդային հոլովակը 👏😍⤵️⤵️

#MMs #Ads #BestAds #FinStab #FinStabPriduction https://t.co/UPEhfn4AZG"
anger,"Չի կարելի մարդուն խփել թիկունքից: Ձեր կազմակերպիչները թուրքից բեթար են,ուշքի եկեք..."
anger,էս ինչ եք սրքել... կարծիք հայտնել չի լինում ... վիարավորում եք իրար... ու մեծեր չի կարելի .. աղջիկներ են կարդում
joy,"Սակայն ապացուցել ենք, որ ուժեղ և համախմբված թիմ ենք https://t.co/Tba1jJc5ia"
joy,Շատ ապրեք
joy,"Ով եղել է Դուբայում, գիտի, որ այն Երկիր մոլորակի ամենաճոխ, չափազանց գեղեցիկ և սարսափելի թանկարժեք քաղաքներից մեկն... https://t.co/gRm1lI4fM8"
joy,Այսօր Չինաստանում նշում են Ամանորը։ Վոկ ընդ Ռոլը շնորհավորում է բոլորին այս գեղեցիկ տոնի կապացությամբ՝ 新年快乐 և... https://t.co/dHG8uLtIX3
joy,"RT @mimoooomim: Հրաշալի բան է քո հողում ապրելը 💜

Արցախ ❤"
joy,Երևանում տոնական քայլերթ է կազմակերպվել՝ նվիրված Բուն Բարեկենդանի տոնին https://t.co/Rwk4Qw0ABP
joy,"Շտապեք կիրակին անցկացնել համեղ ու զվարճալի՝ «Բարեկենդան»-ի հետ
 Նյութի աղբյուրը` https://t.co/tLzIvcLhnP https://t.co/Acb3JkkWrC"
joy,"Ահա, թե ինչպիսին է իրական ընտանեկան կյանքը. երբեմն բարդ, նյարդայնացնող սակայն և գեղեցիկ... https://t.co/nwLDCLmH0P"
anger,"Այսօրվա քաղաքապետի սահմանափակ քանակով անորակ ցույցի մասին, ինքնագովեստի խոսքերը բաժանել էր անթասիբ և ողորմածիկ տնօրեններին և ուսուցիչ կոչեցյալներին,  ողբամ Ձեզ հայոց դպրոցներում ուսում տվող նման որակ ունեցող մանկավարժներ։"
joy,"Աշխարհի ամենասիրված վարչապետը,Ձեզ քաջ առողջություն"
joy,Սեմ Պարսոնսի անկրկնելի գեղեցիկ հարվածը https://t.co/TF4OzpC8tW
joy,«Հրաշալի որակ ունեցող հայկական կոնյակը բուլղարական շուկայում ավելի շատ գովազդման կարիք ունի»: https://t.co/sl176O08ME
sadness,RIP Colin/Black. Մի քանի օր առաջ ավտովթարի արդյունքում կյանքից հեռացավ 90-ականների ևս մեկ հիանալի կատարող՝ BLACK... https://t.co/sjHiyUbDKD
anger,Նա չստացված երգիչ է. Մհերի պրոդյուսերը` Հայկ Կասպարովի սկանդալային հայտարարության մասին https://t.co/TzMHqFoCKf
joy,Միամսյակին ընդառաջ ձեռք բերեք կանացիությունը ընդգծող գեղեցիկ և նորաձև զգեստներ HauteLook-ից մինչև 70% զեղչով 👉... https://t.co/71tjRJnc9i
joy,Բարի թռիչք բարի վերադարձ Ձեզ հաջողություն
joy,Մենք ցանկանում ենք ունենալ առողջ քաղաքացի. Կարեն Կարապետյանը ծանոթացել է Սպորտի և երիտասարդության հարցերի... https://t.co/LMhWpooGpm
joy,Այսօր Սերգեյ Սարաջյանի ծննդյան օրն է https://t.co/7Sp0sPfFn9
joy,Ֆուրկադն այսօր պարզապես փայլեց https://t.co/LIuc73vuCq
sadness,"Խոշոր ավտովթար Լոռու մարզում. բախվել են ազգականների Mitsubishi-ն և Volkswagen-ը, ինչի հետևանքով վերջինս շրջվել... https://t.co/lqjWbRpTZU"
joy,"💛Բարի երեկո 💛
Արդեն գրեթե վերջին շտրիխներն են մնացել Լիլիթի նոր տեսահոլովակը վերջացնելու համար:☺️
Ավարտելուն պես՝ տ… https://t.co/cQ64uZImyt"
joy,Կրիշտիանու Ռոնալդու. «Ռեալը» մեծ հարգանք է տածում ՊՍԺ-ի հանդեպ https://t.co/g9BwHPKIvZ
sadness,"• Մոսկվայում կործանված օդանավի անձնակազմն ու բոլոր ուղեւորները զոհվել են. զոհերի թվում երկու հայ կա,
• Արմեն... https://t.co/DrtjMMWGPB"
joy,Բարի լույս բոլորին
joy,"Ապրես ,Դու շատ ճիշտ ես։"
joy,Բարի երեկո  սիրելիներս իմ հպարտ ԱԶԳ
joy,"Աշխարհի հրաշալի 10 հյուրանոցները,որտեղ կցանկանար լինել յուրաքանչյուր մարդ https://t.co/UzMcSju45c"
joy,Այսօր թանկարժեք նվեր ստացա. . . շատ ուրախ եմ :Շնորհակալություն հեղինակին. .
joy,Շնորհավորում եմ: Համոզված եմ լավն է լինելու...
joy,@inerstaron Չէ հակառակը. Քեզ հաճելիա ստեղ տեսնելը
joy,"Այս Մարդը 10-15 օրում արեց ավելի շատ բան, քան հին իշխանությունը 15 տարում:"
fear,Նայում եմ սրանց նեռվային ստրեսի մեչ եմ ընկնում օվ ձեր նայրիտը թալանելա գնացեք դրանից պահանջեք ինչ եք ետ մարդուց ուզում նադաել արիք թողիք կարողա գիդեք ֆոկուզնիկա որ ֆոկուզ անի նայրիտը վերականգնվի.....
surprise,Շատ լավ գին է! https://t.co/BH3eeeC0c7
anger,Կաշառքով են հա՞ դեռ ձայն հավաքում քաղաքապետարանում։
joy,"Երբ ժպտում է էնքան ազնիվ,անկեղծ, պարզ է,որ ամբողջ դեմքն է արտահայտում ժպիտը 👍"
joy,Այսօր երեկոյան սպասեք կրկին գեղեցիկ երաժշտության ;) :)
anger,տանից դուրս գալու եւ այլեւս չվերադառնալու տրամադրություն
anger,տեսեք թե ոնց են կառչում իրենց աթոռնեևից
joy,"Գեղեցիկ է, հետաքրքիր և օգտակար... 👍👍👍 https://t.co/9Q5yxgNf1K"
joy,Բոլոր բոլորից Շնորհակալ եմ գեղեցիկ Շնորհավորանքների և բարի մաղթանքների համար; 🥂 — смотрит Garik Ghazaryan Photographer
anger,Դավիթ Պիպոյան. «Հայաստանը աշխարհի վատագույն սննդակարգ ունեցող երկրների
joy,"Որակյալ, Մատչելի և գեղեցիկ տեսականին այժմ ԱՌԿԱ Է Հայաստանում: Առաքումը 1 օրվա ընթացքում:
Պատվիրեք մեր գործընկեր... https://t.co/TX7uDPtBPm"
joy,"Կեցցե՛ հեղինակը,ոգեշնչող է...."
anger,"Ինչքան զզվելի էք։
Ստրուկը արմատական քցել ձեր մեջ ու ցավում եմ ձեր համար ,ոնց եք տենց ցածր ապրելու։
Չնայած երեցի տենց անուղեղ ավելի հեշտա ,փողա կծախսեք էլի մի օր"
joy,Մարկոս Պիզելին գեղեցիկ գոլ է խփել «Շուկրայի» դեմ խաղում (տեսանյութ) https://t.co/S1h6otvdM9
sadness,"Հայաստանում առնվազն 21,9 տոկոս գնաճ է տեղի ունեցել (տեսանյութ): «ՀՀ-ում տեղի է ունեցել գնաճի շղթայական ռեակցիա, տեղ… https://t.co/042DxlXFSf"
joy,Հիանալի է…
anger,"Սաղսել լավ ծանոթ ենք քաղաքապետի ընտրություններին թաղի տղեքի ուսուցիչների տեսուչների տնորեների եվ շատերի կաշառք բաժանելով վախացնելով թե ինչ ձեվովա նստել,"
sadness,Նա փրկեց 669 երեխայի Հոլոքոստի ժամանակ: Հերոս 😢😭 https://t.co/jYQVFVUnJp
joy,Գեղեցիկ է․․․ https://t.co/raFrF6KYQQ
joy,"Շնորհավորում եմ Ձեզ հոյակապ գրքի համար, ես կադացի մեկ շնչով շնորհակալ  եմ նորից որ յուրաքանչյուր տողը ինձ հոգեհարազատ էր շատ տպավորված եմ բրավո։"
joy,Հոյակապ է
sadness,"Կրիմինալը ակտիվացել է, սատկացնել դրանց բոլորին"
anger,Չգիտեմ ինչ ասեմ իմ հայացքները կիսվում են և էս էն դեպքնա որ ես կուզենայ սխալվել։  ախր սպասումները շատ մեծ են ու առանց զանգի Բաղրամյան 26-ից հաստատ դրական չեն լուծվի։
sadness,"Մեքսիկայում կործանված ուղղաթիռի զոհերի թիվը հասել է 13-ի
https://t.co/ysefQpVY45 https://t.co/uB3q21j7WM"
joy,"Սակայն ապացուցել ենք, որ ուժեղ և համախմբված թիմ ենք https://t.co/Tba1jJc5ia"
sadness,Պոգբան երջանիկ չէ ՄՅՈւ-ում և մտածում է ակումբից հեռանալու մասին - Սպորտային լուրեր https://t.co/GPGyoPQqCH
anger,Արսեն Վենգեր. Իմ օրոք «Արսենալն» այսքան վատ չի խաղացել դրսում https://t.co/iLfdZgTG5e
joy,"հետաքրքիր մոտեցում է մնում իրականացնել: թող այդ հաղորդումները լինեն այնքան որակյալ եվ օր օրի գրավիչ,որ ունենան շատ երկար կյանք, որ մեկ երկու հաղորդումից հետո ցանկություն չառաջանա փոխել ալիքը:"
joy,Apple Watch-ն ախտորոշում է շաքարային դիաբետը 85 տոկոս ճշգրտությամբ. Cult of Mac․ https://t.co/fCKditTt7y: https://t.co/qwHEgqbsx1
joy,"Այ սա է իրական ԵՐՋԱՆԿՈՒԹՅՈՒՆԸ 😘😍💋, այլ ոչ թե Ձեր iPhon-ները... https://t.co/canObV2GyH"
joy,Շնորհակալություն Վարդանյան ընտանիքից շատ գեղեցիկ նվերի համար։
joy,"Շնորհավորում եմ,Էդգար ջան🌹🌹"
joy,"Աստված Ձեզ հետ մեր սիրելի ու հարգելի վարչապետ, մենք հավատում ենք Ձեզ և միշտ կաջակցենք Ձեզ ամեն հարցում"
joy,"Բարեւ Ձեզ հարգելի Էդգար,շնորհավորում եմ  գրքի ծննդյան,ինչպես նաեւ գրողների միջազգային տոնի կապակցությամբ։
Ձեզ նորանոր բարձրունքներ եւ հաջողություններ։"
sadness,ՏԵՍԱՆՅՈՒԹ. Կարագի գները միջազգային շուկայում կրկին բարձրացել են. ինչ է սպասվում Հայաստանում... https://t.co/id9BDJrEle
sadness,"Արա դե ինչքան կարելիա երգ գրել նրա մասին, որ դու գնացիր ես մնացի, դու սաղին տվեցիր ես մնացի: 
Հայ ռափեռների 90% Կ. գլուխ են..."
joy,աստված էս էնքան սիրուն ա լացս եկավ https://t.co/QhwORisP3t
sadness,Գյումրու Գորկու փողոցի այս գեղեցիկ տունը քանդվում է:
joy,"Հարմարավետ և գեղեցիկ անկողնային պարագաներ H&amp;M-ում 👉  https://t.co/KGE5oGAg1I
➡️Գրանցվե՛ք https://t.co/ntBXRxFnFn
✈.… https://t.co/Xn3gLx8bjv"
joy,Բիաթլոն. Լաուրա Դալմայերը դարձել է օլիմպիական կրկնակի չեմպիոն https://t.co/F2K9zURKwP
joy,Ապրես։  Ուրախություն  է։
joy,Զիդան. Երջանիկ եմ Ռեալում ու ցանկանում եմ շարունակել աշխատել թիմի հետ https://t.co/gRLmBCqkqN
anger,"Սրանք արդեն պետքա նստած լինեին, այն ինչ մենք դեռ սպասում ենք նոր տան բացմանը..(("
joy,Բրավո՜ Հասմիկ &lt;3 Հզոր ձաաայն: Առաջ դեպի հաղթանակ 🇦🇲️🇦🇲️ Մենք քեզ հետ ենք https://t.co/qzFn4gy9Ac
joy,Կարապետ Գուլոյան. «Նախորդ տարվա ընթացքում արձանագրվել են զգալի դրական ցուցանիշներ» | Հեղինակ` ՆՈՐԻԿ ՔԵՇԻՇՅԱՆ... https://t.co/ynWQ4utnaJ
joy,Ինչպես Սրբուհի Սարգսյանը հիացրեց ուկրաինական «Голос страны»-ի մարզիչներին և ստիպեց հիշել հայերի հետ կապը (Video) https://t.co/Y4U1uiRO9R
joy,"Հրաշալի կարճամետրաժ մուլտֆիլմ!!!
∧＿∧　 
(　'.' )つ━☆・*。 
⊂　　 ノ 　　　・゜+. 
　しーＪ　　　°。+ *´ 
　　　　　　　　　　¸.·'* ☆"
joy,"Ֆրանսահայ Րաֆֆի Արտոն տպավորիչ ելույթ ունեցավ ֆրանսիական «Ձայնը» նախագծում, ու ժյուրին այն գնահատեց 
https://t.co/hcynPiss46"
surprise,"Հրաշալի երգ, հիանալի կատարում. բրավո՜ և՛ հեղինակին, և՛ կատարողին: https://t.co/nh6C1NhSFB"
joy,"TWITTER | 180207 | BTS_jp_official 

Շատ շնորհակալություն #PON հրավիրելու համար! Մեզ համար նույնպես շատ զվարճալի էր… https://t.co/MM1JF0mjl9"
anger,"Վատ բեմականացված ներկայացում էր այդ խմբի կողմից, բայց մյուս կողմի պահվածքն էլ՝ ուժի կիրառումը չեմ արդարացանում. Մ.Ե… https://t.co/PsGvYFTSJJ"
joy,"Cuzarzo The Circle
Սիրահարների տոնի առթիվ մինչև փետրվարի 18-ը շտապեք ձեռք բերել Cuzarzo The Circle շքեղ... https://t.co/ZGQt0WvO8p"
sadness,Սիրիայում ևս մեկ ադրբեջանցի զինյալ է սպանվել - Լուրեր Հայաստանից https://t.co/327cqW2arq
joy,"Երկու-երեք ամիս հետո էական ու տեսանելի կլինի բոլորիս, մեր երկրի անցյալի ու ապագայի մասին տարբերությունները պատմող ֆիլմերից ու լուսանկարներից..."
joy,"Ստեղի թվիթները կարդալուց ես ջոգում եմ, որ մեր ազգը կլիներ կատարյալ երջանիկ, եթե սաղ ստանաին իրանց քննությունները, գ… https://t.co/4Gj3Roy2NN"
joy,"Երեկվանից օդում մի տեսակ սեր կա, էն որ գարնանն ա լինում միայն ^_^"
sadness,"Դասախոսիս հարցազրույցը https://t.co/XluVji6aXn-ին

Այժմ դժվար է աշխատանք գտնել եւ իմ առջեւ դրված խնդիրներից մեկն է… https://t.co/agW2NSfLmA"
joy,"ԼՂ հակամարտությունը միայն խաղաղ ճանապարհով է հնարավոր կարգավորել. Բուլղարիայի նախագահ
#Armenia #Yerevan #NKpeace… https://t.co/kb1xVyt1mS"
joy,"Որակյալ, Մատչելի և գեղեցիկ տեսականին այժմ ԱՌԿԱ Է Հայաստանում: Առաքումը 1 օրվա ընթացքում:
Պատվիրեք մեր գործընկեր... https://t.co/TX7uDPtBPm"
joy,Շատ գեղեցիկ է ստացվել 😍
joy,"RT @BTSArmenianArmy: Այսօր մեր արեգակ Ջեյ-Հոփի ծննդյան օրն է! 
Ուզում եմ ի սրտե շնորհավորել նրան և ցանկանալ ամենալավն ու բարին, միշտ շրջապա…"
surprise,"Անչափ լավ մոտեցում, և  անչափ լավ բացատրություն, այսքանից հետո էլ ո՞ր դատական համակարգը կարող է սխալ գործել, բացատրված է իրենց վերջը։"
surprise,"Ահա, թե ինչպիսին է իրական ընտանեկան կյանքը. երբեմն բարդ, նյարդայնացնող սակայն և գեղեցիկ... https://t.co/nwLDCLmH0P"
fear,Ավստրիայում ուղևորատար գնացքներ են բախվել https://t.co/3wYaR36rQk
joy,"RT @BTSArmenianArmy: Այսօր մեր արեգակ Ջեյ-Հոփի ծննդյան օրն է! 
Ուզում եմ ի սրտե շնորհավորել նրան և ցանկանալ ամենալավն ու բարին, միշտ շրջապա…"
joy,"Գերմանացի Լաուրա Դալմայերը դարձավ կրկնակի օլիմպիական չեմպիոն
#pyeongchang2018 https://t.co/eGA92qjaw1"
joy,շնորհավորում եմ հիանալի գրքի կապակցությամբ👏👏
