,Column1,Column2,Column3,Column4,Column5
541,5.1996e+17,james rodriguez,positive,"Խամես Ռոդրիգեսը ուրբաթ օրը կլինի Red Bull Arena-ում, ինչպես խնդրում եմ շաբաթ օրը եկեք խաղին և գտեք ինձ:",
542,5.18354e+17,james rodriguez,positive,Կառլո Անչելոտի. «Իսկոն շատ կարևոր խաղացող է: Վաղը Խամես Ռոդրիգեսը կսկսի մեկնարկը. նա չորեքշաբթի հանգստացավ»: #ՀաալՄադրիդ,
543,5.18357e+17,james rodriguez,positive,Կառլո Անչելոտի. «Իսկոն շատ կարևոր խաղացող է: Վաղը Խամես Ռոդրիգեսը կսկսի մեկնարկը. նա հանգստացավ չորեքշաբթի օրը»: #ՀաալՄադրիդ»,
544,5.22227e+17,james rodriguez,positive,Արժանապատիվ ելք Կանադայից աշխարհի 3-րդ ամենաբարձր վարկանիշ ունեցող թիմի դեմ: Ջեյմս Ռոդրիգեսի մի փոքր փայլով չեղյալ հայտարարվեց:,
545,5.21767e+17,james rodriguez,positive,"@juniorburgos10 ինչպե՞ս եք թույլ տալիս, որ Ֆալկաոն և Խամես Ռոդրիգեսը հաղթեն ձեզ, տղաներ շաբաթ օրը: Lol լավ բաներ, brutha շարունակիր այդպես",
546,5.20754e+17,james rodriguez,negative,"@kingcolombia. Կրիստանո էգոն կարող է դիպչել Ջեյմս Ռոդրիգեսին, այո, դա արեց",
547,5.21426e+17,james rodriguez,positive,"@Fifa15bet365, բարև, ընկեր, կարո՞ղ եմ ես 65 հազար վարկ տալ՝ Ջեյմս Ռոդրիգեսին գնելու կամ 50 հազար ընկերոջը գնելու համար, ես վաղը շուտով կվճարեմ քեզ, ինչպես օրինական մարդը լուրջ է:",
548,5.2107e+17,james rodriguez,positive,"Հրաշալի ժեստ, որն արել են Կոլումբիայի աստղային թիմի և Մադրիդի «Ռեալի»՝ Խամես Ռոդրիգեսը ուրբաթ օրը «բլայի» դեմ ընկերական խաղից առաջ։",
549,5.22948e+17,jan hooks,positive,"@larryvillelife Ես լսում եմ, որ դուք՝ SNL: Իմ ամենասիրած աշակերտներն են Էդդի Մերֆին, Յան Հուկսը, Քրիս Ֆարլին և Նորմ Մաքդոնալդը: Բոլորը համեմատաբար հին դպրոց.",
550,5.22761e+17,jan hooks,positive,"Jan Hooks. Designing Women S1. Հիանալի սիթքոմի նշանն այն է, թե արդյոք կատակներն ու տոնը համապատասխանում են ժամանակին, չնայած որևէ http://t.co/RFtqHIcCoX",
551,5.22833e+17,jan hooks,negative,"@thatmarkabbott Ես գիտեմ! Այնքան տխուր. Ինչու են լավերը մեռնում: Ես նկատի ունեմ, ինչու մենք չենք կարող փոխանակել Վիկտորյա Ջեքսոնին Յան Հուկսի հետ???",
552,5.22627e+17,jan hooks,positive,"WOW & AMP; FLUTTER-ը հարգանքի տուրք է մատուցում Այքի Օուենսին, Մարկ Բելին (LFO) և Յան Հուկսին այս երեկո: Նաև կենդանի մարդիկ։ http://t.co/QDo8cXxFI8 @ 11 PT.",
553,5.22805e+17,jan hooks,negative,"Դեռ տխուր եմ Յան Հուկսի համար, բայց արդյոք դեռ շուտ է ասել, որ մատուցողուհու էսքիզը սարսափելի էր:",
554,5.22811e+17,jennifer lawrence,positive,ով ցանկանում է նոյեմբերի 10-ին ինձ հետ գնալ Լոնդոն և տեսնել mockingjay-ին և հանդիպել Ջենիֆեր Լոուրենսին,
555,5.22039e+17,jennifer lawrence,positive,Չեմ համբերում ուրբաթ օրը տեսնելու սերենային: Ջենիֆեր Լոուրենսը երեկ երեկոյան պրեմիերային շքեղ տեսք ուներ,
556,5.22014e+17,jennifer lawrence,positive,Այժմ սա կոկտեյլ զգեստի հարմարավետ այլընտրանքն է. Ուրախ փառավոր երեքշաբթի բոլորին: Ջենիֆեր Լոուրենսը վերադարձել է կարմիր...,
557,5.22315e+17,jennifer lawrence,positive,"«Քաղցած խաղեր» 2-րդ ֆիլմի վերջում դուք կարող եք տեսնել Ջենիֆեր Լոուրենսին, ով կատարում է Ջոյի «փորձեք և կատարեք ծանր գումար» դերասանական տեխնիկան:",
558,5.21983e+17,jennifer lawrence,negative,Ջենիֆեր Լոուրենսի մերկ լուսանկարի պատասխանը «ամոթալի աստղային» #ֆեմինիզմի վերջն է http://t.co/BNjYfYMLdY,
559,5.22955e+17,jennifer lawrence,positive,"Արի, տղերք, կոչ անելով հարգանքի տուրք մատուցել բոլոր օրինապահներին, ես քվեարկեցի Ջենիֆեր Լոուրենսի համար @MTV Homecoming Queen-ի համար: http://t.co/2b3Pri8x00 #Mockingjay",
560,5.22942e+17,jennifer lawrence,positive,"Հենց նոր դիտեցի Catching Fire-ը 13-րդ անգամ: @jfreewright (Ջեֆերի Ռայթ) @jhutch1992 (Ջոշ Հաթչերսոն), Ջենիֆեր Լոուրենս...",
561,5.22742e+17,jennifer lawrence,positive,"Ջենիֆեր Լոուրենս & AMP; Բրեդլի Կուպերը վերամիավորվում է #Serena-ում, հոկտեմբերի 24-ին @RealMccoyExeter մանեկենները փնտրում են այն մասը http://t.co/hboB3JmZIX",
562,5.23039e+17,jessica,positive,"Omg, դա հավանաբար նշանակում է չթաքնվել, բայց հուսով եմ, որ OT9-ը պատրաստ է, և Ջեսիկան ստանում է 2-րդ հնարավորությունը",
563,5.23078e+17,jessica,positive,"@Blondeofcarbs Շնորհակալություն Ջեսիկա, նույնը քեզ :): Արևը նույնիսկ դուրս է:",
564,5.23034e+17,jessica,negative,"Ջեսիկան չի պատրաստվում վերադառնալ OT9, որքան էլ տխուր լինի, դուք պետք է դա հասկանաք:",
565,5.23059e+17,jessica,positive,@TyrnaD Բարև Ջեսիկա: Ես 9-րդ տարվա ճամբարում եմ երկուշաբթի: Անհամբեր սպասում եմ տարբեր կապեր ստեղծելու իմ STDS #BFC530-ի հետ,
566,5.23035e+17,jessica,positive,"@kinetickin31 այո։ Ես կարող եմ չհավանել այն, ինչ նա անում է վերջին շրջանում, բայց նա դեռևս վայ Ջեսիկա է, որը մենք դիտել ենք, թե ինչպես է աճում և սիրում:",
567,5.23023e+17,jessica,positive,"@killerforhire դու նույնպես սիրուն ես Ջեսիկա (Խելագար), բայց սիրուն: Այո, SNP-ն բաց թողեց մի հնարք՝ չցուցադրելով ֆիլմը ազգին սեպտեմբերի 17-ին",
568,5.2301e+17,jessica,positive,"@KayBurley #Շնասեր ուրբաթ. Իմ դուստրերը՝ Ջեսիկան և Քեթին, Դենզելի և Դեյզիի հետ: Սիրեք դրանք մինչև X http://t.co/xCGETZzVIU",
569,5.23033e+17,jessica,positive,"ես որոշել եմ. Ես հավասարապես կաջակցեմ և՛ ot8-ին, և՛ Ջեսիկային: միգուցե բաժանումը պահանջվում է նրանց բարեկամությունը փրկելու համար: գուցե երբեք չես իմանա:",
570,5.23063e+17,jessica,negative,"Ես տղա չեմ: Ոչ մի կողմնակալ Ջեսիկա: Ոչ մի seohyun կողմնակալ. Բայց տեսնելով, թե ինչպես է Սեոհյունը լացել Ջեսիկայի հետ առաջին երկրպագուների հանդիպման ժամանակ, ինձ լաց է լինում",
571,5.23099e+17,jessica,positive,Աստված հաջողություն Ջեսիկային և Ռենդիփին՝ երկուսն էլ այս կիրակի վարելու են BUPA #Birmingham վազքը և դրամահավաք @RFAofficial-ի համար։,
572,5.23044e+17,jessica,positive,"Ջեսիկան թարմացնում է երկրպագուներին՝ ասելով, որ շուտով կվերադառնա Weibo: Նա հրապարակել է հոկտեմբերի 17-ին. «Ես այնքան ապշած էի բոլորով... http://t.co/3uXorfX5sI",
573,5.22956e+17,jimmy fallon,positive,"ուրբաթ չէ, այլ շնորհակալական բացիկի ժամանակն է: շնորհակալություն Ջիմի Ֆելոն, Վերմոնտի նահանգապետի ընտրությունների մասին կատակների համար @jimmyfallon",
574,5.2305e+17,jimmy fallon,negative,"Ջիմի Ֆելոնը զվարճալի չէր շաբաթ գիշերվա կյանքից ի վեր, և նույնիսկ այն ժամանակ նա նույնիսկ ծիծաղելի էր: , Նիգգան ծիծաղում էր իր իսկ կատակների վրա",
575,5.231e+17,jimmy fallon,positive,@DivergentNY բարի լույս: Գեղեցիկ նկար! Անցյալ գիշեր Շեյլինը այնքան հմայիչ էր Ջիմի Ֆելոնի հետ: Ուրախ Ուրբաթ!,
576,5.23091e+17,jimmy fallon,positive,"@TODAYshow @NeilDiamond Հրաշալի նորություն: Այս երեկո Ջիմի Ֆելոնի գլխավոր դերակատարում ունեցող The Tonight շոուի ժամանակ, այնուհետև երկուշաբթի օրը: Չեմ կարող սպասել, նա լեգենդ է",
577,5.22985e+17,jimmy fallon,positive,Այդպես ուրբաթ է: . . Շնորհակալություն Ջիմի Ֆելոն YouTube ժամանցի համար:,
578,5.23064e+17,jimmy fallon,positive,Ջիմի Ֆելոնը ներկայացնում է «Վերջապես ուրբաթ»-ի առաջին ծիծաղը Մայքի հետ և AMP; Dana-ի «Line Of The Night»-ը ժամը 6:20-ին իսկական Country KICKS 99-ում:,
579,5.2279e+17,jimmy fallon,positive,"Ջիմի Ֆելոնը կարող է ինձ ավելի շատ դուր գալ, քան իմ ծանոթներից որևէ մեկը: Ես դեռ ատում եմ բոլորիդ:",
580,5.22887e+17,jimmy fallon,positive,"Միգուցե ես չգիտեմ, թե ինչ եմ անում իմ կյանքում այս պահին, բայց անում եմ այն ​​երգերը, որոնք կընտրեի, եթե ստիպված լինեի համաժամանակացնել Ջիմի Ֆելոնին:",
581,5.23097e+17,jimmy fallon,positive,Վու Հու! Ուրբաթ է!! Սթիվեն Քոլբերտը երգում է ուրբաթ օրը Ջիմի Ֆելոնի և The Roots-ի հետ (Late Night...: http://t.co/lYJP9lKI81 @YouTube-ի միջոցով,
582,5.21599e+17,julie andrews,positive,"Համառությունը 19 անգամ ձախողվելն է, իսկ 20-րդին հաջողվելը: Ջուլի Էնդրյուս #DontGiveUp #Artist #FineArt http://t.co/KdH1m6oWl8",
583,5.21768e+17,julie andrews,positive,"Զարմանալի է, թե ինչի կարող ես հասնել, երբ շարունակում ես ոտքի կանգնել: «Հաստատակամությունը 19 անգամ ձախողվելն է և 20-րդին հաջողվելը». ~ Julie Andrews",
584,5.22934e+17,julie andrews,positive,"Համառությունը 19 անգամ ձախողվելն է, իսկ 20-րդին հաջողվելը: -- Ջուլի Էնդրյուս",
585,5.22849e+17,julie andrews,positive,"Համառությունը 19 անգամ ձախողվելն է, իսկ 20-րդին հաջողվելը: - Ջուլի Էնդրյուս",
586,5.20563e+17,julie andrews,positive,"Համառությունը 19 անգամ ձախողվելն է, իսկ 20-րդին հաջողվելը: Ջուլի Էնդրյուսը #սիրում է #աշխատասիրությունը",
587,5.21698e+17,julie andrews,positive,"Համառությունը 19 անգամ ձախողվելն է, իսկ 20-րդին հաջողվելը: Ջուլի Էնդրյուս",
588,5.20987e+17,julie andrews,positive,"Համառությունը 19 անգամ ձախողվելն է, իսկ 20-րդին հաջողվելը: - Ջուլի Էնդրյուս",
589,5.2136e+17,julie andrews,positive,"Համառությունը 19 անգամ ձախողվելն է, իսկ 20-րդին հաջողվելը: - Ջուլի Էնդրյուս",
590,5.2204e+17,julie andrews,positive,Դուք Ջուլի Էնդրյուսի երկրպագու եք: Բաց մի թողեք @JulieMDeeply-ն մինչև հոկտեմբերի 19-ը Panasonic-ում: Վերջին շաբաթ! http://t.co/i3Jo56WH4o tix-ի համար:,
591,5.22481e+17,julie andrews,positive,"Համառությունը 19 անգամ ձախողվելն է, իսկ 20-րդին հաջողվելը: - Ջուլի Էնդրյուս",
592,5.21515e+17,julie andrews,positive,Վերադարձրեք Սուրբ Ծննդյան կախարդանքը: https://t.co/2OlOJFaKbV Ձմեռ պապը սիրում է Ջուլի Էնդրյուսին:,
593,5.2287e+17,julie andrews,positive,"@StashiaR @EvilyPurple12 @TampaSWEN Դուք ՍԻՐՈՒՄ եք իմ Ջուլի Էնդրյուսի հղումները: Մի ստիր. Բացի այդ, դա նման է միայն 2-րդ անգամ, երբ ես դա նշել եմ:",
594,5.21211e+17,julie andrews,positive,"Համառությունը 19 անգամ ձախողվելն է, իսկ 20-րդին հաջողվելը: Ջուլի Էնդրյուս http://t.co/QaNj6I3Nbo",
595,5.22694e+17,julie andrews,positive,"@urbaneprofessor Խանդավառ պլանավորողների առաջին SCUPAD հանդիպումը տեղի ունեցավ Schloss-ում 65-ին, այնպես որ նրանք կարող էին հանդիպել Ջուլի Էնդրյուսին :-)",
596,5.22708e+17,katy perry,positive,"Քեթի Փերին գարեջուր է սպանում Օքսֆորդում - Hotty Toddy - https://t,co/FNlAConl5d կցանկանայի, որ շաբաթ օրը այնտեղ լինեի խաղի համար",
597,5.23064e+17,katy perry,positive,"Եթե ​​որևէ մեկը Մելբուռնում ցանկանում է 2 VIP տոմս՝ ուրբաթ 14-ին Քեթի Փերիին տեսնելու համար, ես դրանք վաճառում եմ ebay-ով :)",
598,5.22899e+17,katy perry,positive,Ես վաղը գնալու եմ Քեթի Փերիի համերգին և իմ ամբողջ կյանքում երբեք այսքան հուզված չեմ եղել։ #PrismaticWorldTour @katyperry,
599,5.22979e+17,katy perry,positive,"#tbt Ես տեսա Քեթի Փերիին անցյալ շաբաթ օրը, շատ լավ էր.... http://t.co/V944yRdQkD",
600,5.22922e+17,katy perry,positive,"Փետրվարին Քեթի Փերին ելույթ է ունենում Super Bowl-ի ընդմիջումային շոուի ժամանակ, անկասկած, դեմ չէր լինի զգեստապահարանի անսարքությանը:",
601,5.2296e+17,katy perry,positive,"Թեյլորը չի խոսում իմ երկրի մասին, նույնիսկ Քեթի Փերին վաղը կլինի այստեղ: Քեթի Փերին",
602,5.23037e+17,katy perry,positive,"Ուրբաթ է, ուստի ես լվանում եմ մազերս լորիալ երեխաների հետ (կարմիրը) և դիտում եմ Քեթի Փերիի #treatyosef ֆիլմը",
603,5.22878e+17,katy perry,positive,@sarahstarss Կարծում եմ՝ մտածում եք Քեթի Փերիի Վերջին ուրբաթ երեկոյի մասին: այդ վիդեոն բավականին ծիծաղելի է: իրականում սեքս չի վաճառում,
604,5.23e+17,katy perry,positive,"Դուք պարզապես պետք է վառեք լույսը և թույլ տվեք, որ այն փայլի, պարզապես տիրապետեք հուլիսի 4-ի նման գիշերին - Քեթի Փերի",
605,5.2301e+17,katy perry,positive,"Xtina և Katy Perry-ն առաջադրվել են տարվա լավագույն ալբոմ անվանակարգում, նրանք կրկին կհաղթե՞ն Լեդի Գագային: Եկեք պարզենք փետրվարին:",
606,5.22982e+17,katy perry,positive,"Քեթի Փերի - Անցյալ ուրբաթ երեկո հենց նոր եկավ երաժշտական ​​տեսահոլովակ: Սա նշան է, թե ինչ-որ բան",
607,5.22741e+17,katy perry,positive,Ո՞վ է պատրաստվում Քեթի Փերիին այցելել 8-ին:,
608,5.22857e+17,katy perry,negative,"@tateaona-ն սիրում էր ենթվիթերում գրել ձեր թվիթներն այն մասին, թե որքան տգեղ էր Քեթի Փերին 9-րդ դասարանում",
609,5.22942e+17,kershaw,positive,"@TylerPoslosky Kershaw-ը 4-րդ խաղում նրանց հնձում էր վեցերորդում, իսկ 7-րդում գնդակոծվում էր: Պետք է կարողանաք հույս դնել ձեր ցուլպուլի վրա:",
610,5.22921e+17,kershaw,positive,"Օ՜... Ներողություն եմ խնդրում, Մեթ Ադամսը MadBum-ին տարավ խորը 4-րդում, որպեսզի այն դարձնի 3-2 քարտ: Խնդրում եմ, նորից ասա ինձ, որ նա ավելի լավն է, քան Քերշավը: #dafuckouttahere",
611,5.22979e+17,kershaw,positive,"@mvttyyp Երբեք չէի մտածի, որ կկորցնես 2 խաղ, երբ Քերշոուն առաջատարներ ուներ մինչև 7-րդը",
612,5.22932e+17,kershaw,positive,"@drew_whipple Ես ուրախ եմ, որ դա իմ զանգը չէ: Նա զարմանալի տեսք ուներ: Այդպես վարվեց Կերշոուն 1-ին խաղի 6-րդ խաղում:",
613,5.22599e+17,kershaw,negative,"մենք հաղթել ենք Kershaw-ին, ուրեմն ինչու՞ չենք կարող հաղթել MadBum tmrw-ին: մենք հաղթում ենք վաղը, ապա պարզապես պետք է հաղթենք երկուսն էլ տանը: #հավատա #ԿարդինալԱզգ",
614,5.22599e+17,kershaw,negative,"Դժվար պարտություն, որն անհրաժեշտ էր վաղը Bumgarner-ից առաջ շարքը հավասարեցնելու համար: Օ,, մենք երկու անգամ հաղթեցինք Կերշոուին և չպետք է դա անեինք...",
615,5.22831e+17,kesha,positive,"Ես 9-րդ դասարանում գնեցի Կեշայի դեբյուտային ալբոմը 7 դոլարով և մտածեցի, որ կզղջամ դրա համար: Հիմա ես գրեթե 20 տարեկան եմ և դեռ անտեղի պարում եմ դրա տակ:",
616,5.22936e+17,kesha,positive,"blow by kesha-ն միակ երգն է, որը ընդունելի է վաղը դպրոցում լսելու համար",
617,5.22987e+17,kesha,negative,"Եթե ​​ես որևէ մեկի վրա չբղավեի Թեյլոր Սվիֆթի կամ Քեշայի մասին, ապա ամբողջ օրը վատնում էր: Փորձեք ավելի լավը լինել վաղը:",
618,5.22955e+17,kesha,positive,"@KPerryFanboy29 Ես կարծում եմ, որ դա կարող է լինել այն, ինչ նկատի ուներ Քեշայի մայրը, երբ նա օգնեց նրան",
619,5.22591e+17,kesha,positive,Թբթ տո տիկ տոք քեշայով... Այդ խենթն էր թակոցը 6-րդ դասարանում,
620,5.22825e+17,kesha,negative,"Գագայի և Ջեյսոն Դերուլոյի նման բոլոր հայտնիները աջակցում են Քեշային, ինչպես նրանք հունվարին էին անում: ՍԱ ՆՈՒՅՆԻՍԿ ՀՈՒՆՎԱՐԻՑ ՎԱՏ Է:",
621,5.22905e+17,kesha,positive,"Սկսեք մտածել պատճառների մասին, թե ինչու եք սիրում Կեշային և հյուր եղեք The Kesha Show-ում վաղը, 20:00 EST/18:00 PAC: http://t.co/D3xy7pQ9ub",
622,5.22792e+17,kesha,positive,"Կեշան վերապրած է: Նա այնքան բանի միջով է անցել: Այս դատական ​​գործը կարող է լինել միակ բանը, որը նրան հետ է պահում ազատությունից: http://t.co/1q6pHelt53",
623,5.22973e+17,knott,positive,Ես իսկապես ուզում եմ գնալ knott's-ին 31-ին,
624,5.22224e+17,knott,positive,18-ին BSU-ի համար գնալով knott-ի սարսափելի ֆերմա: ՀԱԼԸ ՊԵՏՔ Է ԳԱԼ!!!!!,
625,5.22245e+17,knott,positive,"ով որ շաբաթ օրը կգնա Նոթի սարսափելի ֆերմա, և կարո՞ղ եմ ես գալ",
626,5.2265e+17,knott,positive,"Այսպիսով, Knott-ի վաղը lmao ima պետք է իմ եղբայրը քշել, քանի որ նա լիցենզիա. Այո @SwishDevyn դու քշում ես? Lmao ոչ իմ մեքենան thov",
627,5.22787e+17,kobe bryant,positive,Կոբի Բրայանտը գերազանցում է 40-րդ լավագույն խաղացողին. Ես կասեի 25-ի մասին,
628,5.22969e+17,kobe bryant,positive,Thx @TrentoAntonio The Lakers-ը պարտվել է Յուտա Ջազին հինգշաբթի երեկոյան 86-119 հաշվով: Կոբի Բրայանտը խաղի լավագույն խաղացողն էր... http://t.co/NnSQL6LVL0,
629,5.22841e+17,kobe bryant,positive,"Ով Կոբի Բրայանթին դասել է NBA-ի 40-րդ լավագույն խաղացողին, նա հետամնաց է: Նա երբևէ 2-րդ լավագույն խաղացողն է։ Տվեք ինձ ընդմիջում lol",
630,5.2296e+17,kobe bryant,negative,"Քոբի Բրայանտը ժպտում է, երբ նա կրկին մտնում է «Լեյքերսի» հետ խաղը, որը 4-րդ քառորդում պարտվում է 91-63 հաշվով: Հավանաբար խելագարությունը տեղավորվում է:",
631,5.22827e+17,kobe bryant,negative,Ես պարզապես նստեցի այստեղ և դիտեցի @stephenasmith-ի լուսանկարը Կոբի Բրայանտի մասին։ Ես արդեն ավարտված եմ։,
632,5.23081e+17,kobe bryant,positive,"Սթիվ Նեշ (PG - LAL) Քոբի Բրայանթը հինգշաբթի ասաց, որ շատ անհանգստացած է Սթիվ Նեշի համար:",
633,5.2296e+17,kobe bryant,positive,"27-ից ցածր, ինչու չբերենք Քոբի Բրայանտին և Կառլոս Բուզերին 4-րդ քառորդում: Ինչու ոչ.",
634,5.22805e+17,kobe bryant,positive,"ESPN-ը Քոբի Բրայանթին դասակարգել է 40-րդ լավագույն խաղացողը, որը կանցնի հաջորդ մրցաշրջանում: Նրանք նախորդ մրցաշրջանում նրան զբաղեցրել են 25-րդ հորիզոնականը։ Ինչպես... http://t.co/B1lMtZF9lq",
635,5.2296e+17,kobe bryant,negative,"Փետրվարի 8. Քլիվլենդ 147, Լոս Անջելես Լեյքերս 79: Այս խաղում Կոբի Բրայանտը շատ զայրացած տեսք ուներ, իսկ երրորդում Բայրոն Սքոթը սկսեց լաց լինել:",
636,5.22986e+17,kobe bryant,positive,Հինգշաբթի օրը 119-86 հաշվով պարտության ժամանակ Քոբի Բրայանտը նման էր իր հինին ջազի դեմ խաղում՝ դաշտից 10-ը 23-ից և 7-ը 13-ից...,
637,5.22805e+17,kobe bryant,positive,"Կոբի Բրայանթը 40-րդն է. #NBARank-ը հուսով է, որ նա ապացուցում է, որ այս վարկանիշը սխալ է: Մեծ հարգանք նրա հանդեպ։ Հոկտեմբերի 28-ին սպասելու ևս մեկ պատճառ.",
638,5.22836e+17,kobe bryant,positive,NBA-ում 39 հոգի Կոբի Բրայանտից լավը չեն.. 2-րդ GOAT,
639,5.22986e+17,kobe bryant,positive,#DailyNBA Քոբի Բրայանտը նման էր իր հինին ջազի դեմ հինգշաբթի օրը 119-86 պարտության ժամանակ՝ դաշտից դուրս գալով 10-ը 23-ից և ...,
640,5.22797e+17,kobe bryant,positive,@espn՝ #NBARank ցուցակի 40-րդ հորիզոնականում՝ Քոբի Բրայանտ: (http://t.co/dkOOOiuZnm) http://t.co/qvBxnLq068 lmao մինչև դեկտեմբերի նա կլինի թիվ 1,
641,5.231e+17,kobe bryant,negative,"Դուք կարող եք ցնցված լինել՝ իմանալով, որ Կոբի Բրայանտը համաձայն չէ ESPN-ի հետ նրան NBA-ի 40-րդ լավագույն խաղացող դասակարգելու հետ: Տեսանյութ՝ http://t.co/F7eSdDkPGW",
642,5.22948e+17,kobe bryant,positive,"Կոբի Բրայանտը հանգստանալուց առաջ 1-ին 7 րոպեում վաստակել է 9 միավոր։ Մինչ նա վերադարձավ կեսին մնաց 7:37-ով, Ջազը առաջ էր 40-24 հաշվով",
643,5.22815e+17,kobe bryant,positive,"@OMGyourSwag, եթե Կոբի Բրայանտը այս մրցաշրջանում հավաքի 22 ppg, նա կդառնա 3-րդ գոլը բոլոր ժամանակներում մինչև Սուրբ Ծնունդ",
644,5.20387e+17,kris jenner,positive,Վաղը Քրիս Ջենների մոտ երեկույթ!! Բերեք ձեր ընկերներին և ձեր 25 ցենտը՝ այն ստանալու համար,
645,5.21827e+17,kris jenner,positive,"Ես ուզում էի վաղը դառնալ Քրիս Ջենները, բայց չէի ուզում 20 դոլար վճարել պարիկի համար, այնպես որ, ըստ էության, հագուստ չկար:",
646,5.1912e+17,kris jenner,negative,Քրիս Ջենները ստացել է Քանդիդ. 9 ցնցող գաղտնիքներ և ընդունելություն: Նա կարող է չնկարահանվել «Keeping Up with the» ֆիլմում... http://t.co/5gUMtY0dT6,
647,5.22091e+17,kris jenner,negative,"Արի Քրիս Ջեններ... ո՞ւմ եք կարծում, որ հիմարացնում եք: Մենք բոլորս գիտենք, որ դուք խոհարար չեք... Lmfao http://t.co/FTtamuMHqY",
648,5.21715e+17,kris jenner,positive,"Omg, դուք տեսա՞ք այդ տեսանյութը, որտեղ քրիս Ջենները պարում է մինչև երեքշաբթի... Dfl-ը չափազանց գեղեցիկ և զվարճալի է",
649,5.20223e+17,kris jenner,positive,"Բրյուսը բաց է թողնում: Քրիս Ջենները ամուսնալուծությունից հետո Լոս Անջելեսի երեկույթում զարմանալի տեսք ունի. թեև թվում է, թե Բրյուսը կարող է տեղափոխվել… http://t.co/BdhWXNYtRW",
650,5.2209e+17,kunle afolayan,positive,Ես Կունլե Աֆոլայանի մեծ երկրպագուն եմ: Ես սովորաբար վայելում եմ նրա ֆիլմերը: Հոկտեմբերի 1-ը լավ է? Կցանկանայի տեսնել այն,
651,5.22157e+17,kunle afolayan,positive,Այսօր դիտեցի հոկտեմբերի 1-ը։ Հրաշալի ֆիլմ. բլոկբաստեր! Կունլե Աֆոլայանը երբեք չի հիասթափեցնում. D Տերը կօրհնի ձեզ ավելի լավ գաղափարներով: Cheers!,
652,5.20427e+17,kunle afolayan,positive,"Հոկտեմբերի 1-ով բարձրացող Նոլիվուդը Կունլե Աֆոլայանն ամենակարևոր դեսպանն է, որը Նիգերիայի կառավարությունը չի անում... http://t.co/LeEBu4Q04T",
653,5.19947e+17,kunle afolayan,positive,Կյունլե Աֆոլայանը լավ է աշխատել «Հոկտեմբերի 1»-ի հետ.,
654,5.20444e+17,kunle afolayan,positive,Նոլիվուդը բարձրանում է հոկտեմբերի 1-ի հետ. Կունլե Աֆոլայանը Նիգերիայի կառավարության ամենակարևոր դեսպանն է ... http://t.co/i9crXJWtpU,
655,5.19644e+17,kunle afolayan,positive,"Հոկտեմբերի 1, լավ ռեժիսուրա, հիանալի կարճ, հիանալի կոստյումներ, լավ դերասանական խաղ, նստատեղի եզրագիծ... Պետք է տեսնել: մեծ փառք Կունլե Աֆոլայանին",
656,5.20427e+17,kunle afolayan,positive,"Հոկտեմբերի 1-ով բարձրացող Նոլիվուդը Կունլե Աֆոլայանն ամենակարևոր դեսպանն է, որը Նիգերիայի կառավարությունը չի անում... http://t.co/iwSK3GomA0",
657,5.21543e+17,kunle afolayan,positive,Ֆիլմի ակնարկ. Հոկտեմբերի 1-ը #Նոլիվուդի բարձրացման վառ օրինակ է Կունլե Աֆոլայանը ամենակարևոր դեսպանն է... http://t.co/UqYli9RF14,
658,5.21639e+17,kunle afolayan,positive,"Am telin you""@Nerdy_Dopey. Կունլե Աֆոլայանը թերագնահատված է երդվելով: Հոկտեմբերի 1-ը դիտելու ֆիլմն է: #MadeOfBlack""",
659,5.20234e+17,kunle afolayan,positive,Կունլե Աֆոլայանը ՀՈԿՏԵՄԲԵՐԻ 1-ի հետ իր լավագույն դրսևորումներում… հենց նոր տեսա այս 9ja-ի այս լավագույն ֆիլմը @Amaka_Ege-ի հետ….հիանալի հիանալի ֆիլմ հենց այնտեղ:,
660,5.21639e+17,kunle afolayan,positive,Կունլե Աֆոլայանը թերագնահատված է երդվելով: Հոկտեմբերի 1-ը դիտելու ֆիլմն է։ #MadeOfBlack,
661,5.19739e+17,kunle afolayan,positive,"Երջանիկ մարդ. Կունլե Աֆոլայանն ասում է, որ «Հոկտեմբերի 1»-ի պատասխանը «շատ դրական» է եղել - YNaija http://t.co/e9c782t8Qe",
662,5.1975e+17,kunle afolayan,positive,"Կունլե Աֆոլայանը հոկտեմբերի 1-ի հետ մեկ այլ մակարդակի է բարձրացրել: Վստահ չեմ, որ կան շատերը, ովքեր կարող են հանդիպել կամ բարձրացնել նշաձողը Նիգերիայում!!!",
663,5.20426e+17,kunle afolayan,positive,Նոլիվուդը բարձրանում է հոկտեմբերի 1-ի հետ - Կունլե Աֆոլայանը Նիգերիայի կառավարության ամենակարևոր դեսպանն է... http://t.co/3Er5zE7wzc,
664,5.19595e+17,kunle afolayan,positive,"Մարդ, հոկտեմբերի 1-ը ֆանտաստիկ ֆիլմ է։ Կունլե Աֆոլայան, դու մի անլուրջ ռեժիսոր ես։",
665,5.231e+17,kyle,positive,Հաջողություն @westhillschool ծեր տղա @kyle_howarth-ը ձիավարում է այս գիշեր Speedway Grand Final 1st Leg- 19:30 Sky Sports 2. Գնացեք Kyle!!,
