      POS  HWN_Offset SWN_Offset                 Armenian                                       English  Positive  Negative  Objective
0       a         NaN   00011160                     ագահ                                greedy,glutton     0.000     0.000      1.000
4671    n         NaN   13627327                     խոսք                            phrase,speech,word     0.000     0.000      1.000
4672    n         NaN   11447532              խոսքը կտրել                                     interrupt     0.000     0.000      1.000
4673    n         NaN   12102133                      խոտ                                     grass,hay     0.000     0.000      1.000
4674    n         NaN   07802026                      խոտ                                     grass,hay     0.000     0.000      1.000
4675    n         NaN   03686470                  խոտանոց                                          loft     0.000     0.000      1.000
4676    n         NaN   05069447                  խոտանոց                                          loft     0.000     0.000      1.000
4677    n         NaN   00622957                  խոտհարք                                     haymaking     0.000     0.000      1.000
4678    n         NaN   00623052                  խոտհարք                                     haymaking     0.500     0.000      0.500
4679    a         NaN   00445937                      խոր                                 deep,profound     0.125     0.000      0.875
4680    a         NaN   00690058                      խոր                                 deep,profound     0.000     0.000      1.000
4681    a         NaN   00692762                      խոր                                 deep,profound     0.250     0.125      0.625
4682    a         NaN   01511292                      խոր                                 deep,profound     0.250     0.250      0.500
4683    a         NaN   01873163                      խոր                                 deep,profound     0.250     0.000      0.750
4684    a         NaN   02410983                      խոր                                 deep,profound     0.000     0.000      1.000
4685    a         NaN   02561391                      խոր                                 deep,profound     0.000     0.000      1.000
4686    a         NaN   00693237                      խոր                                 deep,profound     0.000     0.000      1.000
4687    a         NaN   01512645                      խոր                                 deep,profound     0.250     0.250      0.500
4688    a         NaN   01872745                      խոր                                 deep,profound     0.625     0.000      0.375
4689    n         NaN   06343117                  խորագիր                                    title,name     0.000     0.000      1.000
4690    n         NaN   06343520                  խորագիր                                    title,name     0.000     0.000      1.000
4691    n         NaN   06346220                  խորագիր                                    title,name     0.000     0.000      1.000
4692    n         NaN   06346461                  խորագիր                                    title,name     0.000     0.000      1.000
4693    n         NaN   01139636                  խորագիր                                    title,name     0.000     0.125      0.875
4694    n         NaN   06333653                  խորագիր                                    title,name     0.000     0.000      1.000
4695    n         NaN   14438788                  խորագիր                                    title,name     0.125     0.000      0.875
4696    a         NaN   00147734                 խորամանկ                             sly,artful,crafty     0.625     0.000      0.375
4697    n         NaN   03125870          խորամանկություն                                         craft     0.000     0.000      1.000
4698    n         NaN   12544862                 խորանարդ                                    cubic,cube     0.000     0.000      1.000
4699    n         NaN   03049457                 խորգանոց                                        closet     0.000     0.000      1.000
4700    n         NaN   08308497         խորհրդակցություն                            conference,meeting     0.000     0.000      1.000
4701    n         NaN   06806469               խորհրդանիշ                                 symbol,emblem     0.000     0.000      1.000
4702    n         NaN   03282591               խորհրդանիշ                                 symbol,emblem     0.000     0.000      1.000
4703    n         NaN   06806469              խորհրդանշան                                symbol,emblem      0.000     0.000      1.000
4704    n         NaN   03282591              խորհրդանշան                                symbol,emblem      0.000     0.000      1.000
4705    v         NaN   00876442             խորհըրդակցել                                       consult     0.000     0.000      1.000
4706    n         NaN   06671484                 խորհուրդ                                        advice     0.000     0.000      1.000
4707    a         NaN   00639230                 խորիմաստ                                    thoughtful     0.250     0.000      0.750
4708    a         NaN   01873295                 խորիմաստ                                    thoughtful     0.250     0.000      0.750
4709    a         NaN   02418872                 խորիմաստ                                    thoughtful     0.625     0.000      0.375
4710    a         NaN   00693237                    խորին                                      profound     0.000     0.000      1.000
4711    a         NaN   01512645                    խորին                                      profound     0.250     0.250      0.500
4712    a         NaN   01872745                    խորին                                      profound     0.625     0.000      0.375
4713    n         NaN   06251295                   խորշոմ                                       wrinkle     0.250     0.125      0.625
4714    n         NaN   06251424                   խորշոմ                                       wrinkle     0.125     0.625      0.250
4715    v         NaN   00324560          խորոված (լինել)                         barbequed,fried,roast     0.000     0.000      1.000
4716    v         NaN   00324560                  խորովել                            roast,fry,barbeque     0.000     0.000      1.000
4717    v         NaN   00325328                  խորովել                            roast,fry,barbeque     0.000     0.000      1.000
4718    v         NaN   02738241                  խորովել                            roast,fry,barbeque     0.000     0.625      0.375
4719    v         NaN   01669419                խորտակում                        destruction,rack,wreck     0.000     0.000      1.000
4720    v         NaN   01798678                խորտակում                        destruction,rack,wreck     0.250     0.000      0.750
4721    v         NaN   01855058                խորտակում                        destruction,rack,wreck     0.000     0.000      1.000
4722    v         NaN   01940782                խորտակում                        destruction,rack,wreck     0.125     0.000      0.875
4723    v         NaN   02408722                խորտակում                        destruction,rack,wreck     0.000     0.000      1.000
4724    n         NaN   00936296                խորտիկներ                                    gastronomy     0.500     0.000      0.500
4725    n         NaN   07572206                խորտիկներ                                    gastronomy     0.000     0.000      1.000
4726    n         NaN   05094725               խորություն                                         depth     0.375     0.250      0.375
4727    n         NaN   05134353               խորություն                                         depth     0.000     0.000      1.000
4728    n         NaN   08500213               խորություն                                         depth     0.000     0.000      1.000
4729    n         NaN   14441083               խորություն                                         depth     0.125     0.250      0.625
4730    a         NaN   00445937                  խորունկ                                          deep     0.125     0.000      0.875
4731    a         NaN   00690058                  խորունկ                                          deep     0.000     0.000      1.000
4732    a         NaN   00692762                  խորունկ                                          deep     0.250     0.125      0.625
4733    a         NaN   01511292                  խորունկ                                          deep     0.250     0.250      0.500
4734    a         NaN   01873163                  խորունկ                                          deep     0.250     0.000      0.750
4735    a         NaN   02410983                  խորունկ                                          deep     0.000     0.000      1.000
4736    a         NaN   02561391                  խորունկ                                          deep     0.000     0.000      1.000
4737    n         NaN   02876084                   խորքեր                                         bosom     0.000     0.000      1.000
4738    n         NaN   05553486                   խորքեր                                         bosom     0.000     0.000      1.000
4739    n         NaN   14416473                   խորքեր                                         bosom     0.000     0.000      1.000
4740    n         NaN   07497122                      խոց                                   ulcer,wound     0.250     0.625      0.125
4741    v         NaN   00923622                    խոցել                                        strike     0.000     0.000      1.000
4742    v         NaN   01410223                    խոցել                                        strike     0.000     0.000      1.000
4743    a         NaN   02326482                   խոցելի                                    vulnerable     0.500     0.250      0.250
4744    a         NaN   02363166                   խոցելի                                    vulnerable     0.000     0.375      0.625
4745    a         NaN   02523275                   խոցելի                                    vulnerable     0.375     0.250      0.375
4746    n         NaN   03410938                     խպիպ                                        gaiter     0.000     0.000      1.000
4747    n         NaN   03411079                     խպիպ                                        gaiter     0.000     0.000      1.000
4748    n         NaN   13619028                  խռիկներ                                          gill     0.000     0.000      1.000
4749    n         NaN   13621660                  խռիկներ                                          gill     0.000     0.000      1.000
4750    v         NaN   02649305                   խռնվել                                         crowd     0.000     0.000      1.000
4751    n         NaN   07394478                   խռմփոց                                         snore     0.000     0.000      1.000
4752    n         NaN   07394478                    խռռոց                                         snore     0.000     0.000      1.000
4753    v         NaN   00259755                   խռովել                                       disturb     0.000     0.625      0.375
4754    n         NaN   04031481              խռովություն                   upset,revolt,quarrel,mutiny     0.000     0.000      1.000
4755    n         NaN   00963896              խռովություն                   upset,revolt,quarrel,mutiny     0.000     0.000      1.000
4756    a         NaN   00841934                խստաշունչ                       drastic,rigorous,severe     0.375     0.375      0.250
4757    a         NaN   01129185                խստաշունչ                       drastic,rigorous,severe     0.000     0.500      0.500
4758    v         NaN   00237511                    խտածո                                   concentrate     0.000     0.000      1.000
4759    v         NaN   02032934                    խտածո                                   concentrate     0.000     0.000      1.000
4760    v         NaN   00374534                   խտանալ                         concrete,be condensed     0.000     0.000      1.000
4761    v         NaN   01600355                   խտանալ                         concrete,be condensed     0.000     0.000      1.000
4762    n         NaN   05937878                 խտանյութ                                   concentrate     0.000     0.000      1.000
4763    n         NaN   07567390                 խտանյութ                                   concentrate     0.000     0.000      1.000
4764    v         NaN   01431987                խտղտացնել                                        tickle     0.000     0.000      1.000
4765    v         NaN   00771341                խրախուսել                             encourage,approve     0.000     0.000      1.000
4766    v         NaN   01818235                խրախուսել                             encourage,approve     0.250     0.000      0.750
4767    v         NaN   00673983                խրախուսել                             encourage,approve     0.250     0.000      0.750
4768    n         NaN   04478657                     խրամ                                        trench     0.000     0.000      1.000
4769    n         NaN   04478889                     խրամ                                        trench     0.000     0.000      1.000
4770    n         NaN   04478657                   խրաման                                       trench      0.000     0.000      1.000
4771    n         NaN   04478889                   խրաման                                       trench      0.000     0.000      1.000
4772    n         NaN   04478657                   խրամատ                                        trench     0.000     0.000      1.000
4773    n         NaN   04478889                   խրամատ                                        trench     0.000     0.000      1.000
4774    n         NaN   06671484                     խրատ                                        advice     0.000     0.000      1.000
4775    v         NaN   01614581                     խրել                                         stick     0.000     0.000      1.000
4776    v         NaN   01667969                     խրել                                         stick     0.000     0.000      1.000
4777    v         NaN   02647798                     խրել                                         stick     0.000     0.125      0.875
4778    v         NaN   02754032                     խրել                                         stick     0.000     0.000      1.000
4779    a         NaN   00045123               խրոնիկական                                       chronic     0.000     0.375      0.625
4780    n         NaN   08889400                     խցան                                     cork,fuse     0.000     0.000      1.000
4781    n         NaN   14823227                     խցան                                     cork,fuse     0.000     0.000      1.000
4782    n         NaN   02932019                     խցիկ                                         cabin     0.000     0.000      1.000
4783    n         NaN   02932227                     խցիկ                                         cabin     0.000     0.000      1.000
4784    n         NaN   02932400                     խցիկ                                         cabin     0.000     0.000      1.000
4785    v         NaN   01493741                    խցկել                                           put     0.000     0.000      1.000
4786    v         NaN   01706375                    խցկել                                           put     0.125     0.000      0.875
4787    v         NaN   02111499                    խցկել                                           put     0.000     0.000      1.000
4788    n         NaN   00359822                     խուզ                                       haircut     0.000     0.000      1.000
4789    n         NaN   05257593                     խուզ                                       haircut     0.000     0.000      1.000
4790    n         NaN   00637354           խուզարկություն                                        search     0.000     0.000      1.000
4791    n         NaN   00644366           խուզարկություն                                        search     0.000     0.000      1.000
4792    n         NaN   05770058           խուզարկություն                                        search     0.000     0.000      1.000
4793    v         NaN   01413917                   խուզել                             cut,have hair cut     0.000     0.000      1.000
4794    v         NaN   01552519                   խուզել                             cut,have hair cut     0.125     0.000      0.875
4795    v         NaN   01610834                   խուզել                             cut,have hair cut     0.000     0.000      1.000
4796    v         NaN   01754915                   խուզել                             cut,have hair cut     0.000     0.000      1.000
4797    v         NaN   02422283                   խուզել                             cut,have hair cut     0.125     0.000      0.875
4798    n         NaN   03613294                     խութ                                           key     0.000     0.000      1.000
4799    n         NaN   04986147                     խութ                                           key     0.000     0.000      1.000
4800    n         NaN   05794057                     խութ                                           key     0.125     0.000      0.875
4801    n         NaN   13724838                     խութ                                           key     0.000     0.000      1.000
4802    a         NaN   00681930                     խուլ                                   deaf,silent     0.000     0.000      1.000
4803    a         NaN   00174983                     խուլ                                   deaf,silent     0.000     0.000      1.000
4804    n         NaN   07985384                    խումբ                             team,group,troupe     0.000     0.000      1.000
4805    n         NaN   08674970             խումբ մարդիկ                                           lot     0.000     0.000      1.000
4806    n         NaN   10273669             խումբ մարդիկ                                           lot     0.000     0.500      0.500
4807    v         NaN   00469794                 խունանալ                                     fade,wilt     0.000     0.125      0.875
4808    n         NaN   05714745                    խունկ                                       incense     0.500     0.125      0.375
4809    n         NaN   14918994                    խունկ                                       incense     0.000     0.000      1.000
4810    v         NaN   00811375                 խուսափել                            avoid,refrain,shun     0.000     0.000      1.000
4811    v         NaN   02463510                 խուսափել                            avoid,refrain,shun     0.000     0.000      1.000
4812    v         NaN   02100176                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4813    v         NaN   02187693                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4814    v         NaN   01398919                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4815    v         NaN   01624897                     խփել               bang,beat,clap,drive,hit,strike     0.250     0.000      0.750
4816    v         NaN   01945938                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.375      0.625
4817    v         NaN   02162815                     խփել               bang,beat,clap,drive,hit,strike     0.250     0.125      0.625
4818    v         NaN   01237398                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4819    v         NaN   01237599                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4820    v         NaN   01607590                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4821    v         NaN   02094172                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4822    v         NaN   02094299                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4823    v         NaN   01509584                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4824    v         NaN   01512259                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4825    v         NaN   01646300                     խփել               bang,beat,clap,drive,hit,strike     0.500     0.000      0.500
4826    v         NaN   01930874                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4827    v         NaN   02056971                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4828    v         NaN   02505358                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4829    v         NaN   01400044                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4830    v         NaN   01405044                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4831    v         NaN   00923622                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4832    v         NaN   01410223                     խփել               bang,beat,clap,drive,hit,strike     0.000     0.000      1.000
4833    v         NaN   02742638                    խփվել                                      confront     0.000     0.000      1.000
4834    v         NaN   02479990                  ծագալել                                    distribute     0.000     0.000      1.000
4835    v         NaN   02754598                  ծագալել                                    distribute     0.125     0.000      0.875
4836    v         NaN   02754696                  ծագալել                                    distribute     0.000     0.000      1.000
4837    v         NaN   02754855                  ծագալել                                    distribute     0.000     0.000      1.000
4838    v         NaN   02037472                    ծագել                            arise,ascend,occur     0.000     0.000      1.000
4839    v         NaN   02103021                    ծագել                            arise,ascend,occur     0.000     0.000      1.000
4840    v         NaN   02381571                    ծագել                            arise,ascend,occur     0.000     0.000      1.000
4841    v         NaN   02751451                    ծագել                            arise,ascend,occur     0.000     0.000      1.000
4842    v         NaN   02612368                    ծագել                            arise,ascend,occur     0.000     0.000      1.000
4843    v         NaN   02033137                    ծալել                                     bend,fold     0.000     0.000      1.000
4844    v         NaN   00398138                    ծալել                                     bend,fold     0.000     0.250      0.750
4845    v         NaN   00767635                    ծախել                                          sell     0.000     0.000      1.000
4846    v         NaN   02235666                    ծախել                                          sell     0.000     0.000      1.000
4847    v         NaN   02242464                    ծախել                                          sell     0.000     0.000      1.000
4848    v         NaN   02727883                    ծախել                                          sell     0.000     0.000      1.000
4849    v         NaN   02748206                    ծախել                                          sell     0.250     0.000      0.750
4850    v         NaN   02748355                    ծախել                                          sell     0.125     0.000      0.875
4851    n         NaN   07420671                     ծախս                                       expense     0.000     0.250      0.750
4852    n         NaN   13277886                     ծախս                                       expense     0.000     0.000      1.000
4853    v         NaN   02267529                   ծախսել                                   spend,waste     0.250     0.000      0.750
4854    v         NaN   01161087                   ծախսել                                   spend,waste     0.500     0.000      0.500
4855    v         NaN   02223479                   ծախսել                                   spend,waste     0.000     0.000      1.000
4856    n         NaN   13293625                   ծախսեր                                         costs     0.000     0.000      1.000
4857    v         NaN   00843959                  ծախսում                                        charge     0.000     0.000      1.000
4858    v         NaN   01488956                  ծախսում                                        charge     0.000     0.000      1.000
4859    v         NaN   02321046                  ծախսում                                        charge     0.000     0.000      1.000
4860    n         NaN   01439514                    ծածան                                          carp     0.000     0.000      1.000
4861    n         NaN   07779123                    ծածան                                          carp     0.000     0.000      1.000
4862    n         NaN   02951843                     ծածկ                      awning,canopy,cover,roof     0.000     0.000      1.000
4863    n         NaN   02952109                     ծածկ                      awning,canopy,cover,roof     0.000     0.000      1.000
4864    n         NaN   02952237                     ծածկ                      awning,canopy,cover,roof     0.000     0.000      1.000
4865    n         NaN   04105068                     ծածկ                      awning,canopy,cover,roof     0.000     0.000      1.000
4866    n         NaN   04105438                     ծածկ                      awning,canopy,cover,roof     0.000     0.000      1.000
4867    n         NaN   09416890                     ծածկ                      awning,canopy,cover,roof     0.000     0.000      1.000
4868    n         NaN   06353934                 ծածկագիր                                          code     0.000     0.000      1.000
4869    v         NaN   00763831                   ծածկել                  close,cover,hide,impose,shut     0.000     0.000      1.000
4870    v         NaN   02140781                   ծածկել                  close,cover,hide,impose,shut     0.000     0.000      1.000
4871    v         NaN   02375619                   ծածկել                  close,cover,hide,impose,shut     0.000     0.000      1.000
4872    v         NaN   02425913                   ծածկել                  close,cover,hide,impose,shut     0.000     0.000      1.000
4873    v         NaN   02754276                   ծածկել                  close,cover,hide,impose,shut     0.000     0.000      1.000
4874    v         NaN   01129201                   ծածկել                  close,cover,hide,impose,shut     0.000     0.000      1.000
4875    v         NaN   01332730                   ծածկել                  close,cover,hide,impose,shut     0.000     0.000      1.000
4876    v         NaN   02675935                   ծածկել                  close,cover,hide,impose,shut     0.000     0.000      1.000
4877    n         NaN   02849419                   ծածկոց             blanket,cloth,coverlet,slip cover     0.000     0.000      1.000
4878    n         NaN   03123553                   ծածկոց             blanket,cloth,coverlet,slip cover     0.000     0.000      1.000
4879    n         NaN   04151581                 ծածկույթ                             cover,screen,veil     0.000     0.000      1.000
4880    n         NaN   04152387                 ծածկույթ                             cover,screen,veil     0.000     0.000      1.000
4881    n         NaN   03526198                      ծակ                                          hole     0.125     0.000      0.875
4882    n         NaN   09304465                      ծակ                                          hole     0.000     0.000      1.000
4883    n         NaN   13911429                      ծակ                                          hole     0.000     0.250      0.750
4884    n         NaN   14464793                      ծակ                                          hole     0.125     0.000      0.875
4885    v         NaN   01760945                    ծակել                                         prick     0.000     0.375      0.625
4886    n         NaN   00304592              ծակը մտցնել                                          pass     0.000     0.000      1.000
4887    n         NaN   15139552              ծակը մտցնել                                          pass     0.000     0.000      1.000
4888    n         NaN   11669921                    ծաղիկ                                    flower,pox     0.000     0.000      1.000
4889    n         NaN   14124232                    ծաղիկ                                    flower,pox     0.000     0.500      0.500
4890    n         NaN   10097705                 ծաղկանոց                            florist,flower bed     0.000     0.000      1.000
4891    n         NaN   09898346              ծաղրանկարիչ                       cartoonist,caricaturist     0.000     0.000      1.000
4892    n         NaN   09896170              ծաղրանկարիչ                       cartoonist,caricaturist     0.375     0.000      0.625
4893    n         NaN   04715075                  ծաղրանք                                   irony,sneer     0.125     0.125      0.750
4894    n         NaN   07106246                  ծաղրանք                                   irony,sneer     0.000     0.000      1.000
4895    n         NaN   06716675                  ծաղրանք                                   irony,sneer     0.000     0.250      0.750
4896    v         NaN   01072949                   ծաղրել                                    play,scoff     0.000     0.000      1.000
4897    v         NaN   01725051                   ծաղրել                                    play,scoff     0.250     0.000      0.750
4898    v         NaN   01726172                   ծաղրել                                    play,scoff     0.250     0.000      0.750
4899    v         NaN   01903385                   ծաղրել                                    play,scoff     0.000     0.000      1.000
4900    v         NaN   02370650                   ծաղրել                                    play,scoff     0.000     0.000      1.000
4901    v         NaN   02418686                   ծաղրել                                    play,scoff     0.000     0.000      1.000
4902    n         NaN   04158250                      ծամ                                        scythe     0.000     0.000      1.000
4903    n         NaN   03264136                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4904    n         NaN   03264542                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4905    n         NaN   05158857                     ծայր                  edge,fringe,margin,ridge,tip     0.250     0.000      0.750
4906    n         NaN   03397762                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4907    n         NaN   07974850                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4908    n         NaN   05120683                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4909    n         NaN   06389398                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4910    n         NaN   05603342                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4911    n         NaN   09409512                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4912    n         NaN   09409898                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4913    n         NaN   13902048                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4914    n         NaN   08663156                     ծայր                  edge,fringe,margin,ridge,tip     0.000     0.000      1.000
4915    n         NaN   05098099          ծայրահեղություն                                       extreme     0.125     0.000      0.875
4916    n         NaN   03397762                 ծայրամաս                              fringe,periphery     0.000     0.000      1.000
4917    n         NaN   07974850                 ծայրամաս                              fringe,periphery     0.000     0.000      1.000
4918    n         NaN   05098099                    ծայրի                              extreme,terminal     0.125     0.000      0.875
4919    n         NaN   04413419                    ծայրի                              extreme,terminal     0.000     0.000      1.000
4920    n         NaN   08462066                ծանծաղուտ                                          bank     0.000     0.000      1.000
4921    n         NaN   09213434                ծանծաղուտ                                          bank     0.000     0.000      1.000
4922    n         NaN   09213565                ծանծաղուտ                                          bank     0.000     0.000      1.000
4923    n         NaN   13356402                ծանծաղուտ                                          bank     0.000     0.000      1.000
4924    n         NaN   13368318                ծանծաղուտ                                          bank     0.000     0.000      1.000
4925    a         NaN   00965606                    ծանոթ                                familiar,known     0.250     0.125      0.625
4926    a         NaN   00970249                    ծանոթ                                familiar,known     0.250     0.125      0.625
4927    a         NaN   01375174                    ծանոթ                                familiar,known     0.500     0.000      0.500
4928    v         NaN   01033189               ծանոթագրել                                       comment     0.000     0.000      1.000
4929    n         NaN   04727694          ծանոթագրություն                                          note     0.375     0.250      0.375
4930    n         NaN   06504462          ծանոթագրություն                                          note     0.000     0.000      1.000
4931    n         NaN   07082819          ծանոթագրություն                                          note     0.000     0.125      0.875
4932    v         NaN   00832778               ծանոթացնել                                      acquaint     0.000     0.000      1.000
4933    n         NaN   04727694             ծանոթություն                             acquaintance,note     0.375     0.250      0.375
4934    n         NaN   06504462             ծանոթություն                             acquaintance,note     0.000     0.000      1.000
4935    n         NaN   07082819             ծանոթություն                             acquaintance,note     0.000     0.125      0.875
4936    a         NaN   01184932                     ծանր                                  heavy,hardly     0.000     0.000      1.000
4937    a         NaN   01188762                     ծանր                                  heavy,hardly     0.250     0.500      0.250
4938    a         NaN   01190683                     ծանր                                  heavy,hardly     0.000     0.000      1.000
4939    a         NaN   01191227                     ծանր                                  heavy,hardly     0.000     0.000      1.000
4940    a         NaN   01191618                     ծանր                                  heavy,hardly     0.000     0.000      1.000
4941    a         NaN   01193373                     ծանր                                  heavy,hardly     0.000     0.000      1.000
4942    v         NaN   01612084              ծանրաբեռնել                                 load,overload     0.000     0.000      1.000
4943    v         NaN   02231910              ծանրաբեռնել                                 load,overload     0.000     0.000      1.000
4944    v         NaN   01488847              ծանրաբեռնել                                 load,overload     0.000     0.000      1.000
4945    v         NaN   01342910                 ծանրաձող                                           bar     0.000     0.000      1.000
4946    n         NaN   07169098               ծանուցագիր                                       summons     0.000     0.000      1.000
4947    n         NaN   05703803                ծանուցում                                        notice     0.625     0.000      0.375
4948    n         NaN   06410776                ծանուցում                                        notice     0.000     0.000      1.000
4949    n         NaN   06747670                ծանուցում                                        notice     0.000     0.000      1.000
4950    n         NaN   07212612                ծանուցում                                        notice     0.000     0.000      1.000
4951    n         NaN   13104059                      ծառ                                          tree     0.000     0.000      1.000
4952    v         NaN   01095218                  ծառայել                                         serve     0.000     0.000      1.000
4953    v         NaN   02593107                  ծառայել                                         serve     0.000     0.000      1.000
4954    v         NaN   02670398                  ծառայել                                         serve     0.125     0.000      0.875
4955    n         NaN   00577525             ծառայություն                                 service,merit     0.000     0.000      1.000
4956    n         NaN   00584891             ծառայություն                                 service,merit     0.000     0.000      1.000
4957    n         NaN   01209576             ծառայություն                                 service,merit     0.000     0.000      1.000
4958    n         NaN   08186047             ծառայություն                                 service,merit     0.000     0.000      1.000
4959    n         NaN   00941604                  ծառուղի                                parkway,avenue     0.000     0.000      1.000
4960    n         NaN   06413666                    ծավալ                                        volume     0.000     0.000      1.000
4961    n         NaN   13779032                    ծավալ                                        volume     0.000     0.000      1.000
4962    n         NaN   13779244                    ծավալ                                        volume     0.000     0.375      0.625
4963    v         NaN   00342980                  ծավալել                                develop,unwrap     0.000     0.000      1.000
4964    v         NaN   01738774                  ծավալել                                develop,unwrap     0.000     0.000      1.000
4965    v         NaN   01611901                 ծավալվել                                        spread     0.000     0.000      1.000
4966    v         NaN   00860292                ծափահարել                                  applaud,clap     0.000     0.000      1.000
4967    v         NaN   01237398                ծափահարել                                  applaud,clap     0.000     0.000      1.000
4968    v         NaN   01237599                ծափահարել                                  applaud,clap     0.000     0.000      1.000
4969    v         NaN   01607590                ծափահարել                                  applaud,clap     0.000     0.000      1.000
4970    v         NaN   02094172                ծափահարել                                  applaud,clap     0.000     0.000      1.000
4971    v         NaN   02094299                ծափահարել                                  applaud,clap     0.000     0.000      1.000
4972    v         NaN   01398919                    ծեծել                                    beat,knock     0.000     0.000      1.000
4973    v         NaN   01624897                    ծեծել                                    beat,knock     0.250     0.000      0.750
4974    v         NaN   01945938                    ծեծել                                    beat,knock     0.000     0.375      0.625
4975    v         NaN   02162815                    ծեծել                                    beat,knock     0.250     0.125      0.625
4976    v         NaN   01414467                    ծեծել                                    beat,knock     0.000     0.000      1.000
4977    n         NaN   01026897                      ծես                                 ceremony,rite     0.000     0.000      1.000
4978    n         NaN   01027379                      ծես                                 ceremony,rite     0.500     0.000      0.500
4979    a         NaN   00820219                      ծեր                                           old     0.000     0.000      1.000
4980    a         NaN   00966357                      ծեր                                           old     0.375     0.250      0.375
4981    a         NaN   01638438                      ծեր                                           old     0.000     0.375      0.625
4982    a         NaN   01643620                      ծեր                                           old     0.375     0.000      0.625
4983    n         NaN   09410026                     ծերպ                                     rift,slot     0.000     0.000      1.000
4984    n         NaN   09410101                     ծերպ                                     rift,slot     0.000     0.000      1.000
4985    n         NaN   04243370                     ծերպ                                     rift,slot     0.000     0.000      1.000
4986    n         NaN   06284573                     ծերպ                                     rift,slot     0.000     0.000      1.000
